cflo,human,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
XP_011250639.1,NP_001288068.1,5.00E-25,107,1.00E-25,107
XP_011250639.1,NP_001333642.1,1.00E-24,107,4.00E-25,107
XP_011250639.1,NP_001333648.1,1.00E-24,107,2.00E-25,107
XP_011250639.1,NP_001333649.1,9.00E-24,103,2.00E-24,103
XP_011250639.1,NP_003910.1,2.00E-24,107,4.00E-25,107
XP_011250639.1,XP_011514965.1,3.00E-24,107,8.00E-25,107
XP_011250639.1,XP_011514967.1,3.00E-24,106,9.00E-25,106
XP_011250639.1,XP_011514969.1,2.00E-24,106,5.00E-25,106
XP_011250639.1,XP_011514971.1,2.00E-23,103,4.00E-24,103
XP_011250639.1,XP_016868252.1,2.00E-24,106,5.00E-25,106
XP_011250639.1,XP_024302753.1,1.00E-24,107,2.00E-25,107
XP_011250640.1,NP_001092870.1,6.00E-22,99.8,1.00E-22,99.8
XP_011250640.1,NP_001333644.1,6.00E-22,99.8,2.00E-22,99.4
XP_011250640.1,NP_001333646.1,5.00E-22,99.4,1.00E-22,99.4
XP_011250640.1,NP_001349736.1,4.00E-22,99.4,7.00E-23,99.8
XP_011250640.1,NP_001349737.1,4.00E-21,95.9,6.00E-22,95.9
XP_011250640.1,NP_001349738.1,2.00E-22,99.8,5.00E-23,99.8
XP_011250640.1,XP_011514966.1,1.00E-21,99.4,3.00E-22,99.4
XP_011250640.1,XP_011514968.1,1.00E-21,99,3.00E-22,99
XP_011250640.1,XP_016868256.1,7.00E-21,95.5,1.00E-21,95.9
XP_011250640.1,XP_024302754.1,4.00E-22,99.8,8.00E-23,99.8
XP_011250643.1,NP_001092870.1,6.00E-22,99.8,1.00E-22,99.8
XP_011250643.1,NP_001333644.1,6.00E-22,99.8,2.00E-22,99.4
XP_011250643.1,NP_001333646.1,5.00E-22,99.4,1.00E-22,99.4
XP_011250643.1,NP_001349736.1,4.00E-22,99.4,7.00E-23,99.8
XP_011250643.1,NP_001349737.1,4.00E-21,95.9,6.00E-22,95.9
XP_011250643.1,NP_001349738.1,2.00E-22,99.8,5.00E-23,99.8
XP_011250643.1,XP_011514966.1,1.00E-21,99.4,3.00E-22,99.4
XP_011250643.1,XP_011514968.1,1.00E-21,99,3.00E-22,99
XP_011250643.1,XP_016868256.1,7.00E-21,95.5,1.00E-21,95.9
XP_011250643.1,XP_024302754.1,4.00E-22,99.8,8.00E-23,99.8
XP_011250644.1,NP_001092870.1,4.00E-22,99.8,8.00E-23,100
XP_011250644.1,NP_001333644.1,4.00E-22,99.8,8.00E-23,100
XP_011250644.1,NP_001333646.1,3.00E-22,99.8,7.00E-23,99.8
XP_011250644.1,NP_001349736.1,2.00E-22,99.8,4.00E-23,99.8
XP_011250644.1,NP_001349737.1,2.00E-21,95.9,4.00E-22,96.3
XP_011250644.1,NP_001349738.1,1.00E-22,100,3.00E-23,100
XP_011250644.1,XP_011514966.1,6.00E-22,99.8,1.00E-22,99.8
XP_011250644.1,XP_011514968.1,5.00E-22,99.4,1.00E-22,99.4
XP_011250644.1,XP_016868256.1,5.00E-21,95.5,8.00E-22,95.9
XP_011250644.1,XP_024302754.1,3.00E-22,99.8,6.00E-23,99.8
XP_011250656.1,NP_055991.1,3.00E-77,248,2.00E-82,260
XP_011250662.1,NP_055399.1,5.00E-146,432,1.00E-146,432
XP_011250662.1,NP_063944.3,2.00E-145,430,3.00E-146,431
XP_011250662.1,XP_011534986.1,9.00E-147,433,2.00E-147,433
XP_011250662.1,XP_024305322.1,3.00E-140,418,5.00E-141,418
XP_011250669.1,NP_006591.1,1.00E-124,367,5.00E-127,371
XP_011250670.1,NP_000497.1,2.00E-38,150,6.00E-39,150
XP_011250670.1,NP_001298186.1,2.00E-38,150,5.00E-39,151
XP_011250675.1,NP_001534.1,0,1004,0,983
XP_011250675.1,NP_003626.1,0,1021,0,1007
XP_011250675.1,NP_004775.1,0,999,0,976
XP_011250675.1,NP_072091.1,0,994,0,977
XP_011250675.1,XP_006714479.1,0,999,0,976
XP_011250675.1,XP_011538612.1,0,1021,0,1007
XP_011250675.1,XP_016864328.1,0,978,0,953
XP_011250675.1,XP_016864329.1,0,978,0,953
XP_011250676.1,NP_001534.1,0,1004,0,983
XP_011250676.1,NP_003626.1,0,1021,0,1007
XP_011250676.1,NP_004775.1,0,999,0,976
XP_011250676.1,NP_072091.1,0,994,0,977
XP_011250676.1,XP_006714479.1,0,999,0,976
XP_011250676.1,XP_011538612.1,0,1021,0,1007
XP_011250676.1,XP_016864328.1,0,978,0,953
XP_011250676.1,XP_016864329.1,0,978,0,953
XP_011250680.1,NP_001257609.1,2.00E-84,266,2.00E-87,271
XP_011250680.1,NP_612366.1,8.00E-84,266,6.00E-87,272
XP_011250680.1,XP_016872371.1,7.00E-84,266,1.00E-86,271
XP_011250681.1,NP_001034779.1,4.00E-27,101,1.00E-27,101
XP_011250681.1,NP_001035236.1,4.00E-27,101,1.00E-27,101
XP_011250682.1,NP_003086.1,3.00E-42,137,3.00E-48,151
XP_011250683.1,NP_077292.2,3.00E-34,129,4.00E-33,124
XP_011250692.1,NP_001358340.1,7.00E-94,298,8.00E-98,307
XP_011250692.1,NP_001358341.1,7.00E-94,298,8.00E-98,307
XP_011250692.1,NP_008927.1,5.00E-95,301,2.00E-101,316
XP_011250692.1,NP_079519.1,7.00E-94,298,8.00E-98,307
XP_011250692.1,XP_011510235.1,7.00E-94,298,8.00E-98,307
XP_011250693.1,NP_000479.1,5.00E-54,192,9.00E-51,181
XP_011250693.1,NP_001294852.1,4.00E-55,193,4.00E-51,181
XP_011250693.1,NP_001351981.1,3.00E-54,192,5.00E-51,181
XP_011250693.1,NP_036529.1,1.00E-55,195,1.00E-51,182
XP_011250693.1,XP_011524331.1,5.00E-56,196,5.00E-52,183
XP_011250695.1,NP_001229326.1,4.00E-128,377,9.00E-129,377
XP_011250695.1,NP_002813.3,5.00E-131,384,1.00E-131,384
XP_011250695.1,NP_009215.1,1.00E-128,378,3.00E-129,378
XP_011250697.1,NP_066930.1,4.00E-32,116,7.00E-33,116
XP_011250697.1,NP_203526.1,4.00E-32,116,7.00E-33,116
XP_011250697.1,NP_203527.1,4.00E-32,116,7.00E-33,116
XP_011250705.2,NP_057542.2,6.00E-74,239,6.00E-79,251
XP_011250709.2,NP_001026859.1,0,585,0,575
XP_011250709.2,NP_001308475.1,0,590,0,581
XP_011250710.1,NP_001938.2,7.00E-81,259,2.00E-80,257
XP_011250714.1,NP_071881.1,9.00E-63,224,2.00E-60,215
XP_011250714.1,XP_005264537.1,8.00E-61,216,2.00E-58,208
XP_011250714.1,XP_006712136.1,5.00E-62,220,7.00E-60,213
XP_011250715.1,NP_071881.1,9.00E-63,224,2.00E-60,215
XP_011250715.1,XP_005264537.1,8.00E-61,216,2.00E-58,208
XP_011250715.1,XP_006712136.1,5.00E-62,220,7.00E-60,213
XP_011250716.1,NP_005707.1,1.00E-101,308,5.00E-104,313
XP_011250716.1,NP_573568.1,3.00E-96,294,6.00E-98,296
XP_011250716.1,NP_974197.1,1.00E-101,308,5.00E-104,313
XP_011250716.1,NP_974199.1,1.00E-101,308,5.00E-104,313
XP_011250716.1,XP_016881636.1,1.00E-101,308,5.00E-104,313
XP_011250717.1,NP_005707.1,1.00E-101,308,5.00E-104,313
XP_011250717.1,NP_573568.1,3.00E-96,294,6.00E-98,296
XP_011250717.1,NP_974197.1,1.00E-101,308,5.00E-104,313
XP_011250717.1,NP_974199.1,1.00E-101,308,5.00E-104,313
XP_011250717.1,XP_016881636.1,1.00E-101,308,5.00E-104,313
XP_011250718.1,NP_001093120.1,1.00E-118,358,6.00E-120,360
XP_011250718.1,NP_775872.1,1.00E-117,357,1.00E-118,358
XP_011250718.1,XP_016874700.1,9.00E-120,358,1.00E-120,358
XP_011250721.1,NP_036421.2,0,591,0,591
XP_011250721.1,NP_987096.1,0,591,0,591
XP_011250721.1,XP_005260230.1,0,591,0,591
XP_011250721.1,XP_005260231.1,0,591,0,591
XP_011250721.1,XP_011526754.1,0,591,0,591
XP_011250723.1,NP_036421.2,0,566,0,566
XP_011250723.1,NP_987096.1,0,566,0,566
XP_011250723.1,XP_005260230.1,0,566,0,566
XP_011250723.1,XP_005260231.1,0,566,0,566
XP_011250723.1,XP_011526754.1,0,566,0,566
XP_011250730.1,NP_002862.2,4.00E-30,109,2.00E-30,108
XP_011250731.1,NP_001273586.1,1.00E-95,291,3.00E-92,281
XP_011250731.1,NP_001350105.1,1.00E-95,291,3.00E-92,281
XP_011250736.1,NP_001185867.1,0,571,0,583
XP_011250736.1,NP_001185868.1,0,570,0,554
XP_011250736.1,NP_001185869.1,0,573,0,585
XP_011250736.1,NP_001243232.1,0,571,0,562
XP_011250736.1,NP_001243233.1,0,570,0,561
XP_011250736.1,NP_001307862.1,0,574,0,565
XP_011250736.1,NP_001307863.1,0,573,0,569
XP_011250736.1,NP_001307865.1,0,571,0,566
XP_011250736.1,NP_001338311.1,0,573,0,568
XP_011250736.1,NP_001338314.1,0,546,0,557
XP_011250736.1,NP_001338315.1,0,573,0,563
XP_011250736.1,NP_001338316.1,0,546,0,561
XP_011250736.1,NP_001338319.1,0,547,0,543
XP_011250736.1,NP_001338320.1,0,573,0,564
XP_011250736.1,NP_068707.1,0,572,0,566
XP_011250736.1,NP_116757.2,0,567,0,579
XP_011250736.1,NP_149160.1,0,547,0,543
XP_011250736.1,NP_899204.1,0,571,0,565
XP_011250736.1,NP_899205.1,0,547,0,543
XP_011250736.1,XP_005258278.1,0,563,0,575
XP_011250736.1,XP_011530978.1,0,546,0,561
XP_011250736.1,XP_016859018.1,0,547,0,558
XP_011250736.1,XP_016859019.1,0,574,0,565
XP_011250736.1,XP_016881064.1,0,561,0,573
XP_011250736.1,XP_016881065.1,0,565,0,577
XP_011250736.1,XP_016881066.1,0,571,0,583
XP_011250736.1,XP_016881067.1,0,563,0,575
XP_011250736.1,XP_016881068.1,0,563,0,575
XP_011250736.1,XP_016881069.1,0,563,0,575
XP_011250736.1,XP_016881070.1,0,563,0,575
XP_011250736.1,XP_016881071.1,0,563,0,575
XP_011250736.1,XP_016881073.1,0,567,0,579
XP_011250736.1,XP_016881074.1,0,560,0,578
XP_011250736.1,XP_016881075.1,0,560,0,578
XP_011250736.1,XP_016881076.1,0,573,0,585
XP_011250736.1,XP_016881077.1,0,573,0,585
XP_011250736.1,XP_016881078.1,0,573,0,585
XP_011250736.1,XP_016881079.1,0,573,0,585
XP_011250736.1,XP_016881080.1,0,573,0,585
XP_011250736.1,XP_016881082.1,0,566,0,583
XP_011250736.1,XP_016881083.1,0,566,0,583
XP_011250736.1,XP_024306864.1,0,565,0,582
XP_011250736.1,XP_024306865.1,0,557,0,573
XP_011250737.1,NP_001185867.1,0,571,0,583
XP_011250737.1,NP_001185868.1,0,570,0,554
XP_011250737.1,NP_001185869.1,0,573,0,585
XP_011250737.1,NP_001243232.1,0,571,0,562
XP_011250737.1,NP_001243233.1,0,570,0,561
XP_011250737.1,NP_001307862.1,0,574,0,565
XP_011250737.1,NP_001307863.1,0,573,0,569
XP_011250737.1,NP_001307865.1,0,571,0,566
XP_011250737.1,NP_001338311.1,0,573,0,568
XP_011250737.1,NP_001338314.1,0,546,0,557
XP_011250737.1,NP_001338315.1,0,573,0,563
XP_011250737.1,NP_001338316.1,0,546,0,561
XP_011250737.1,NP_001338319.1,0,547,0,543
XP_011250737.1,NP_001338320.1,0,573,0,564
XP_011250737.1,NP_068707.1,0,572,0,566
XP_011250737.1,NP_116757.2,0,567,0,579
XP_011250737.1,NP_149160.1,0,547,0,543
XP_011250737.1,NP_899204.1,0,571,0,565
XP_011250737.1,NP_899205.1,0,547,0,543
XP_011250737.1,XP_005258278.1,0,563,0,575
XP_011250737.1,XP_011530978.1,0,546,0,561
XP_011250737.1,XP_016859018.1,0,547,0,558
XP_011250737.1,XP_016859019.1,0,574,0,565
XP_011250737.1,XP_016881064.1,0,561,0,573
XP_011250737.1,XP_016881065.1,0,565,0,577
XP_011250737.1,XP_016881066.1,0,571,0,583
XP_011250737.1,XP_016881067.1,0,563,0,575
XP_011250737.1,XP_016881068.1,0,563,0,575
XP_011250737.1,XP_016881069.1,0,563,0,575
XP_011250737.1,XP_016881070.1,0,563,0,575
XP_011250737.1,XP_016881071.1,0,563,0,575
XP_011250737.1,XP_016881073.1,0,567,0,579
XP_011250737.1,XP_016881074.1,0,560,0,578
XP_011250737.1,XP_016881075.1,0,560,0,578
XP_011250737.1,XP_016881076.1,0,573,0,585
XP_011250737.1,XP_016881077.1,0,573,0,585
XP_011250737.1,XP_016881078.1,0,573,0,585
XP_011250737.1,XP_016881079.1,0,573,0,585
XP_011250737.1,XP_016881080.1,0,573,0,585
XP_011250737.1,XP_016881082.1,0,566,0,583
XP_011250737.1,XP_016881083.1,0,566,0,583
XP_011250737.1,XP_024306864.1,0,565,0,582
XP_011250737.1,XP_024306865.1,0,557,0,573
XP_011250738.1,NP_001185867.1,0,568,0,581
XP_011250738.1,NP_001185868.1,0,568,0,552
XP_011250738.1,NP_001185869.1,0,570,0,583
XP_011250738.1,NP_001243232.1,0,568,0,560
XP_011250738.1,NP_001243233.1,0,568,0,559
XP_011250738.1,NP_001307862.1,0,572,0,562
XP_011250738.1,NP_001307863.1,0,571,0,566
XP_011250738.1,NP_001307865.1,0,568,0,563
XP_011250738.1,NP_001338311.1,0,570,0,565
XP_011250738.1,NP_001338314.1,0,544,0,555
XP_011250738.1,NP_001338315.1,0,571,0,562
XP_011250738.1,NP_001338316.1,0,544,0,559
XP_011250738.1,NP_001338319.1,0,545,0,540
XP_011250738.1,NP_001338320.1,0,570,0,561
XP_011250738.1,NP_068707.1,0,568,0,563
XP_011250738.1,NP_116757.2,0,564,0,577
XP_011250738.1,NP_149160.1,0,545,0,540
XP_011250738.1,NP_899204.1,0,568,0,563
XP_011250738.1,NP_899205.1,0,545,0,540
XP_011250738.1,XP_005258278.1,0,561,0,573
XP_011250738.1,XP_011530978.1,0,544,0,560
XP_011250738.1,XP_016859018.1,0,545,0,555
XP_011250738.1,XP_016859019.1,0,572,0,563
XP_011250738.1,XP_016881064.1,0,559,0,571
XP_011250738.1,XP_016881065.1,0,563,0,575
XP_011250738.1,XP_016881066.1,0,568,0,581
XP_011250738.1,XP_016881067.1,0,561,0,573
XP_011250738.1,XP_016881068.1,0,561,0,573
XP_011250738.1,XP_016881069.1,0,561,0,573
XP_011250738.1,XP_016881070.1,0,561,0,573
XP_011250738.1,XP_016881071.1,0,561,0,573
XP_011250738.1,XP_016881073.1,0,564,0,577
XP_011250738.1,XP_016881074.1,0,558,0,575
XP_011250738.1,XP_016881075.1,0,558,0,575
XP_011250738.1,XP_016881076.1,0,570,0,583
XP_011250738.1,XP_016881077.1,0,570,0,583
XP_011250738.1,XP_016881078.1,0,570,0,583
XP_011250738.1,XP_016881079.1,0,570,0,583
XP_011250738.1,XP_016881080.1,0,570,0,583
XP_011250738.1,XP_016881082.1,0,564,0,581
XP_011250738.1,XP_016881083.1,0,564,0,581
XP_011250738.1,XP_024306864.1,0,563,0,579
XP_011250738.1,XP_024306865.1,0,555,0,571
XP_011250739.1,NP_001185867.1,0,577,0,588
XP_011250739.1,NP_001185868.1,0,575,0,554
XP_011250739.1,NP_001185869.1,0,578,0,589
XP_011250739.1,NP_001243232.1,0,571,0,567
XP_011250739.1,NP_001243233.1,0,571,0,561
XP_011250739.1,NP_001307862.1,0,573,0,570
XP_011250739.1,NP_001307863.1,0,573,0,573
XP_011250739.1,NP_001307865.1,0,570,0,565
XP_011250739.1,NP_001338311.1,0,572,0,568
XP_011250739.1,NP_001338315.1,0,573,0,564
XP_011250739.1,NP_001338320.1,0,573,0,564
XP_011250739.1,NP_068707.1,0,572,0,571
XP_011250739.1,NP_116757.2,0,572,0,583
XP_011250739.1,NP_899204.1,0,571,0,565
XP_011250739.1,XP_005258278.1,0,568,0,580
XP_011250739.1,XP_016859019.1,0,573,0,564
XP_011250739.1,XP_016881064.1,0,568,0,578
XP_011250739.1,XP_016881065.1,0,572,0,582
XP_011250739.1,XP_016881066.1,0,577,0,588
XP_011250739.1,XP_016881067.1,0,568,0,580
XP_011250739.1,XP_016881068.1,0,568,0,580
XP_011250739.1,XP_016881069.1,0,568,0,580
XP_011250739.1,XP_016881070.1,0,568,0,580
XP_011250739.1,XP_016881071.1,0,568,0,580
XP_011250739.1,XP_016881073.1,0,572,0,583
XP_011250739.1,XP_016881074.1,0,566,0,582
XP_011250739.1,XP_016881075.1,0,566,0,582
XP_011250739.1,XP_016881076.1,0,578,0,589
XP_011250739.1,XP_016881077.1,0,578,0,589
XP_011250739.1,XP_016881078.1,0,578,0,589
XP_011250739.1,XP_016881079.1,0,578,0,589
XP_011250739.1,XP_016881080.1,0,578,0,589
XP_011250739.1,XP_016881082.1,0,572,0,587
XP_011250739.1,XP_016881083.1,0,572,0,587
XP_011250739.1,XP_024306864.1,0,571,0,587
XP_011250739.1,XP_024306865.1,0,563,0,579
XP_011250740.1,NP_001842.3,2.00E-99,336,8.00E-111,365
XP_011250740.1,XP_011533731.1,2.00E-97,331,1.00E-107,357
XP_011250743.1,NP_001842.3,5.00E-99,335,5.00E-111,366
XP_011250743.1,XP_011533731.1,1.00E-97,331,1.00E-107,357
XP_011250744.1,NP_001842.3,5.00E-99,335,5.00E-111,366
XP_011250744.1,XP_011533731.1,1.00E-97,331,1.00E-107,357
XP_011250745.1,NP_001842.3,5.00E-99,335,5.00E-111,366
XP_011250745.1,XP_011533731.1,1.00E-97,331,1.00E-107,357
XP_011250751.2,NP_068834.2,5.00E-82,264,1.00E-82,264
XP_011250751.2,XP_011514070.1,6.00E-80,256,1.00E-80,256
XP_011250752.2,NP_068834.2,3.00E-82,264,8.00E-83,264
XP_011250752.2,XP_011514070.1,6.00E-80,256,1.00E-80,256
XP_011250754.1,NP_003312.3,0,555,0,538
XP_011250761.1,NP_009149.2,1.00E-129,402,4.00E-130,402
XP_011250762.1,NP_001171062.1,0,765,0,765
XP_011250762.1,NP_001258828.1,0,761,0,761
XP_011250762.1,NP_002708.1,0,766,0,766
XP_011250762.1,NP_060931.2,0,775,0,773
XP_011250762.1,XP_005273616.1,0,759,0,759
XP_011250762.1,XP_011542867.1,0,758,0,758
XP_011250763.1,NP_001171062.1,0,769,0,769
XP_011250763.1,NP_001258828.1,0,763,0,763
XP_011250763.1,NP_002708.1,0,769,0,769
XP_011250763.1,NP_060931.2,0,776,0,777
XP_011250763.1,XP_005273616.1,0,763,0,763
XP_011250763.1,XP_011542867.1,0,762,0,762
XP_011250764.1,NP_001171062.1,0,765,0,765
XP_011250764.1,NP_001258828.1,0,762,0,762
XP_011250764.1,NP_002708.1,0,766,0,766
XP_011250764.1,NP_060931.2,0,775,0,774
XP_011250764.1,NP_858062.1,0,737,0,737
XP_011250764.1,XP_005273616.1,0,760,0,760
XP_011250764.1,XP_011542867.1,0,759,0,759
XP_011250765.1,NP_006316.1,1.00E-139,395,3.00E-140,395
XP_011250768.1,NP_059980.2,1.00E-99,294,3.00E-100,294
XP_011250768.1,NP_872353.2,3.00E-98,290,7.00E-100,293
XP_011250770.1,NP_001139381.1,0,902,0,881
XP_011250770.1,NP_001336991.1,0,904,0,896
XP_011250770.1,NP_001336992.1,0,907,0,899
XP_011250770.1,NP_001336993.1,0,918,0,899
XP_011250770.1,NP_001336994.1,0,918,0,899
XP_011250770.1,NP_079461.2,0,946,0,936
XP_011250770.1,NP_203752.2,0,918,0,900
XP_011250770.1,XP_005246975.1,0,919,0,899
XP_011250770.1,XP_006712873.1,0,918,0,900
XP_011250770.1,XP_006712875.1,0,919,0,900
XP_011250770.1,XP_006712877.1,0,904,0,897
XP_011250770.1,XP_006721869.1,0,939,0,928
XP_011250770.1,XP_006721870.1,0,947,0,936
XP_011250770.1,XP_006721873.1,0,901,0,890
XP_011250770.1,XP_006721874.1,0,910,0,899
XP_011250770.1,XP_011510350.1,0,918,0,899
XP_011250770.1,XP_011510353.1,0,918,0,899
XP_011250770.1,XP_011510355.1,0,918,0,899
XP_011250770.1,XP_011510357.1,0,918,0,899
XP_011250770.1,XP_011510360.1,0,915,0,899
XP_011250770.1,XP_011510361.1,0,917,0,899
XP_011250770.1,XP_011510364.1,0,905,0,899
XP_011250770.1,XP_011522899.1,0,936,0,925
XP_011250770.1,XP_011522900.1,0,944,0,933
XP_011250770.1,XP_011522901.1,0,936,0,925
XP_011250770.1,XP_011522902.1,0,936,0,926
XP_011250770.1,XP_011522903.1,0,935,0,925
XP_011250770.1,XP_011522904.1,0,935,0,925
XP_011250770.1,XP_016860630.1,0,918,0,899
XP_011250770.1,XP_016860631.1,0,919,0,899
XP_011250770.1,XP_016860632.1,0,919,0,899
XP_011250770.1,XP_016860633.1,0,918,0,899
XP_011250770.1,XP_016860634.1,0,918,0,899
XP_011250770.1,XP_016860635.1,0,917,0,899
XP_011250770.1,XP_016860638.1,0,919,0,900
XP_011250770.1,XP_016860639.1,0,907,0,897
XP_011250770.1,XP_016860640.1,0,907,0,899
XP_011250770.1,XP_016860641.1,0,907,0,899
XP_011250770.1,XP_016860642.1,0,914,0,899
XP_011250770.1,XP_016860643.1,0,907,0,899
XP_011250770.1,XP_016860645.1,0,906,0,898
XP_011250770.1,XP_016879918.1,0,948,0,936
XP_011250770.1,XP_016879919.1,0,936,0,925
XP_011250770.1,XP_024308961.1,0,907,0,899
XP_011250770.1,XP_024308962.1,0,904,0,896
XP_011250771.1,NP_001139381.1,0,903,0,881
XP_011250771.1,NP_001336991.1,0,903,0,897
XP_011250771.1,NP_001336992.1,0,908,0,899
XP_011250771.1,NP_001336993.1,0,918,0,899
XP_011250771.1,NP_001336994.1,0,918,0,899
XP_011250771.1,NP_079461.2,0,948,0,937
XP_011250771.1,NP_203752.2,0,918,0,899
XP_011250771.1,XP_005246975.1,0,919,0,900
XP_011250771.1,XP_006712873.1,0,918,0,899
XP_011250771.1,XP_006712875.1,0,919,0,900
XP_011250771.1,XP_006712877.1,0,905,0,899
XP_011250771.1,XP_006721869.1,0,939,0,928
XP_011250771.1,XP_006721870.1,0,947,0,936
XP_011250771.1,XP_006721873.1,0,901,0,891
XP_011250771.1,XP_006721874.1,0,910,0,899
XP_011250771.1,XP_011510350.1,0,919,0,900
XP_011250771.1,XP_011510353.1,0,919,0,899
XP_011250771.1,XP_011510355.1,0,919,0,899
XP_011250771.1,XP_011510357.1,0,917,0,899
XP_011250771.1,XP_011510360.1,0,916,0,898
XP_011250771.1,XP_011510361.1,0,917,0,899
XP_011250771.1,XP_011510364.1,0,905,0,897
XP_011250771.1,XP_011522899.1,0,937,0,925
XP_011250771.1,XP_011522900.1,0,945,0,933
XP_011250771.1,XP_011522901.1,0,936,0,926
XP_011250771.1,XP_011522902.1,0,937,0,926
XP_011250771.1,XP_011522903.1,0,937,0,926
XP_011250771.1,XP_011522904.1,0,937,0,926
XP_011250771.1,XP_016860630.1,0,919,0,899
XP_011250771.1,XP_016860631.1,0,919,0,900
XP_011250771.1,XP_016860632.1,0,919,0,900
XP_011250771.1,XP_016860633.1,0,917,0,898
XP_011250771.1,XP_016860634.1,0,919,0,899
XP_011250771.1,XP_016860635.1,0,918,0,898
XP_011250771.1,XP_016860638.1,0,919,0,900
XP_011250771.1,XP_016860639.1,0,908,0,897
XP_011250771.1,XP_016860640.1,0,908,0,899
XP_011250771.1,XP_016860641.1,0,908,0,899
XP_011250771.1,XP_016860642.1,0,915,0,899
XP_011250771.1,XP_016860643.1,0,908,0,899
XP_011250771.1,XP_016860645.1,0,905,0,898
XP_011250771.1,XP_016879918.1,0,947,0,936
XP_011250771.1,XP_016879919.1,0,936,0,926
XP_011250771.1,XP_024308961.1,0,907,0,898
XP_011250771.1,XP_024308962.1,0,903,0,897
XP_011250772.1,NP_001139381.1,0,902,0,881
XP_011250772.1,NP_001336991.1,0,904,0,896
XP_011250772.1,NP_001336992.1,0,910,0,899
XP_011250772.1,NP_001336993.1,0,920,0,898
XP_011250772.1,NP_001336994.1,0,920,0,898
XP_011250772.1,NP_079461.2,0,947,0,937
XP_011250772.1,NP_203752.2,0,920,0,899
XP_011250772.1,XP_005246975.1,0,921,0,899
XP_011250772.1,XP_006712873.1,0,920,0,899
XP_011250772.1,XP_006712875.1,0,922,0,899
XP_011250772.1,XP_006712877.1,0,905,0,899
XP_011250772.1,XP_006721869.1,0,939,0,929
XP_011250772.1,XP_006721870.1,0,948,0,937
XP_011250772.1,XP_006721873.1,0,902,0,891
XP_011250772.1,XP_006721874.1,0,911,0,900
XP_011250772.1,XP_011510350.1,0,921,0,899
XP_011250772.1,XP_011510353.1,0,921,0,899
XP_011250772.1,XP_011510355.1,0,921,0,899
XP_011250772.1,XP_011510357.1,0,918,0,898
XP_011250772.1,XP_011510360.1,0,915,0,899
XP_011250772.1,XP_011510361.1,0,917,0,899
XP_011250772.1,XP_011510364.1,0,905,0,897
XP_011250772.1,XP_011522899.1,0,937,0,926
XP_011250772.1,XP_011522900.1,0,945,0,934
XP_011250772.1,XP_011522901.1,0,937,0,926
XP_011250772.1,XP_011522902.1,0,937,0,926
XP_011250772.1,XP_011522903.1,0,937,0,925
XP_011250772.1,XP_011522904.1,0,937,0,926
XP_011250772.1,XP_016860630.1,0,919,0,899
XP_011250772.1,XP_016860631.1,0,920,0,899
XP_011250772.1,XP_016860632.1,0,920,0,899
XP_011250772.1,XP_016860633.1,0,918,0,898
XP_011250772.1,XP_016860634.1,0,921,0,899
XP_011250772.1,XP_016860635.1,0,920,0,899
XP_011250772.1,XP_016860638.1,0,921,0,899
XP_011250772.1,XP_016860639.1,0,910,0,897
XP_011250772.1,XP_016860640.1,0,909,0,898
XP_011250772.1,XP_016860641.1,0,907,0,898
XP_011250772.1,XP_016860642.1,0,914,0,899
XP_011250772.1,XP_016860643.1,0,910,0,899
XP_011250772.1,XP_016860645.1,0,906,0,897
XP_011250772.1,XP_016879918.1,0,949,0,937
XP_011250772.1,XP_016879919.1,0,936,0,924
XP_011250772.1,XP_024308961.1,0,910,0,899
XP_011250772.1,XP_024308962.1,0,904,0,896
XP_011250774.1,NP_006316.1,1.00E-139,395,3.00E-140,395
XP_011250777.1,NP_057048.2,1.00E-30,115,2.00E-31,115
XP_011250777.1,NP_057224.2,1.00E-30,115,2.00E-31,115
XP_011250777.1,XP_024306062.1,1.00E-30,115,2.00E-31,115
XP_011250778.1,NP_057048.2,1.00E-30,115,2.00E-31,115
XP_011250778.1,NP_057224.2,1.00E-30,115,2.00E-31,115
XP_011250778.1,XP_024306062.1,1.00E-30,115,2.00E-31,115
XP_011250782.1,NP_006316.1,1.00E-139,395,3.00E-140,395
XP_011250789.1,NP_006824.2,1.00E-149,430,6.00E-151,432
XP_011250794.1,NP_004594.1,2.00E-135,390,2.00E-142,407
XP_011250794.1,NP_443106.1,5.00E-133,385,3.00E-132,381
XP_011250794.1,XP_016878382.1,2.00E-131,380,5.00E-132,380
XP_011250801.1,NP_004594.1,5.00E-143,410,9.00E-150,426
XP_011250801.1,NP_443106.1,3.00E-140,403,4.00E-139,398
XP_011250801.1,XP_016878382.1,1.00E-138,399,4.00E-139,398
XP_011250812.1,NP_001017963.2,0,1128,0,1123
XP_011250812.1,NP_001258898.1,0,1112,0,1127
XP_011250812.1,NP_001258899.1,0,1112,0,1127
XP_011250812.1,NP_001258901.1,0,1082,0,1098
XP_011250812.1,NP_001358167.1,0,1112,0,1127
XP_011250812.1,NP_005339.3,0,1132,0,1129
XP_011250812.1,NP_031381.2,0,1112,0,1127
XP_011250812.1,XP_011535020.1,0,1128,0,1123
XP_011250813.1,NP_055205.2,0,826,0,826
XP_011250814.1,NP_060654.1,5.00E-127,361,1.00E-127,361
XP_011250814.1,NP_620150.1,4.00E-124,353,8.00E-125,353
