"human_name","human_ID","mouse_ID","drosophila_ID","baboon_ID","rat_ID","zebrafish_ID","anopheles_ID","aedes_ID","cflo_ID"
NA,"GGTLC1","ENSMUSG00000009093","FBgn0050005","ENSPANG00000021125","ENSRNOG00000049771","ENSDARG00000042428","AAM61892.1","AAEL015391",NA
NA,NA,"ENSMUSG00000009093","FBgn0030484","ENSPANG00000021125","ENSRNOG00000038300","ENSDARG00000017388","AAM61893.1","AAEL004240",NA
NA,NA,"ENSMUSG00000009093","FBgn0031117","ENSPANG00000021125","ENSRNOG00000038300","ENSDARG00000042428","AAM61892.1","AAEL010935",NA
NA,NA,"ENSMUSG00000033318","FBgn0050000",NA,"ENSRNOG00000038300","ENSDARG00000017388",NA,"AAEL011824",NA
NA,NA,"ENSMUSG00000033318","FBgn0050005",NA,"ENSRNOG00000038300","ENSDARG00000042428",NA,"AAEL011822",NA
NA,NA,"ENSMUSG00000033318","FBgn0030484",NA,"ENSRNOG00000052415","ENSDARG00000017388","AAM61893.1","AAEL011823",NA
NA,NA,"ENSMUSG00000033318","FBgn0031117",NA,"ENSRNOG00000052360","ENSDARG00000042428","AAM61892.1","AAEL015391",NA
NA,NA,"ENSMUSG00000009092","FBgn0038438","ENSPANG00000021138","ENSRNOG00000052415","ENSDARG00000017388","AAM61893.1","AAEL004240",NA
NA,NA,"ENSMUSG00000000902","FBgn0011715","ENSPANG00000021138","ENSRNOG00000052360","ENSDARG00000042428","AAM61892.1","AAEL009020",NA
NA,NA,"ENSMUSG00000020231","FBgn0024806","ENSPANG00000021138","ENSRNOG00000052415","ENSDARG00000017388",NA,"AAEL009017",NA
NA,NA,"ENSMUSG00000001120","FBgn0262737","ENSPANG00000021138","ENSRNOG00000052360","ENSDARG00000042428",NA,"AAEL009016",NA
NA,NA,"ENSMUSG00000001436","FBgn0037845","ENSPANG00000026463","ENSRNOG00000052415","ENSDARG00000017388","AAM61893.1",NA,NA
NA,NA,"ENSMUSG00000020260","FBgn0027791","ENSPANG00000026464","ENSRNOG00000052360","ENSDARG00000042428","AAM61892.1","AAEL004229",NA
NA,"GSTT4","ENSMUSG00000020262","FBgn0026086","ENSPANG00000022431","ENSRNOG00000055498","ENSDARG00000017388","AAM61893.1","AAEL009020",NA
NA,"GSTT4","ENSMUSG00000020265","FBgn0264922","ENSPANG00000023631","ENSRNOG00000061740","ENSDARG00000042428","AAM61892.1","AAEL009017",NA
NA,"GSTT4","ENSMUSG00000112241","FBgn0264922","ENSPANG00000017097","ENSRNOG00000043212","ENSDARG00000017388",NA,"AAEL009016",NA
NA,"GSTT4","ENSMUSG00000009293","FBgn0267384","ENSPANG00000023630","ENSRNOG00000001245","ENSDARG00000042428",NA,"AAEL009020",NA
NA,"GSTT2B","ENSMUSG00000112170","FBgn0002865","ENSPANG00000020871","ENSRNOG00000001232","ENSDARG00000017388","AAM61893.1","AAEL009017",NA
NA,"GSTT2","ENSMUSG00000095721","FBgn0002865","ENSPANG00000020191","ENSRNOG00000001228","ENSDARG00000042428","AAM61892.1","AAEL009016",NA
NA,"GSTT2B","ENSMUSG00000096131","FBgn0085353","ENSPANG00000015418","ENSRNOG00000001227","ENSDARG00000017388","AAM61893.1",NA,NA
NA,"GSTT2","ENSMUSG00000096380","FBgn0085353","ENSPANG00000010717","ENSRNOG00000003670","ENSDARG00000042428","AAM61892.1","AAEL004229",NA
NA,"GSTT2B","ENSMUSG00000112653","FBgn0046873","ENSPANG00000021082","ENSRNOG00000038489","ENSDARG00000017388",NA,"AAEL009020",NA
NA,"GSTT2","ENSMUSG00000020277","FBgn0003071","ENSPANG00000024485","ENSRNOG00000032840","ENSDARG00000042428",NA,"AAEL009017",NA
NA,"GSTT2B","ENSMUSG00000032834","FBgn0033557","ENSPANG00000006270","ENSRNOG00000003670","ENSDARG00000017388","AAM61893.1","AAEL009016",NA
NA,"GSTT2","ENSMUSG00000000374","FBgn0038303","ENSPANG00000000560","ENSRNOG00000038489","ENSDARG00000042428","AAM61892.1","AAEL009020",NA
NA,"DERL3","ENSMUSG00000001211","FBgn0036622","ENSPANG00000024485","ENSRNOG00000032840","ENSDARG00000017388","AGAP000832","AAEL009017",NA
"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 isoform b, SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 isoform c, SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 isoform d, SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 isoform a","SMARCB1","ENSMUSG00000001211","FBgn0036623","ENSPANG00000006270","ENSRNOG00000001222","ENSDARG00000042428","AGAP001154","AAEL009016","LOC105250852"
"disco-interacting protein 2 homolog A isoform g, disco-interacting protein 2 homolog A isoform h, disco-interacting protein 2 homolog A isoform a, disco-interacting protein 2 homolog A isoform X1, disco-interacting protein 2 homolog A isoform X2, disco-interacting protein 2 homolog A isoform X3, disco-interacting protein 2 homolog A isoform X4, disco-interacting protein 2 homolog A isoform X5, disco-interacting protein 2 homolog A isoform X6, disco-interacting protein 2 homolog A isoform X10, disco-interacting protein 2 homolog A isoform X7","DIP2A","ENSMUSG00000032788","FBgn0085484","ENSPANG00000000560","ENSRNOG00000042329","ENSDARG00000017388","AGAP011333",NA,"LOC105252640"
"poly(rC)-binding protein 3 isoform 3, poly(rC)-binding protein 3 isoform 4, poly(rC)-binding protein 3 isoform 5, poly(rC)-binding protein 3 isoform 7, poly(rC)-binding protein 3 isoform 8, poly(rC)-binding protein 3 isoform 9, poly(rC)-binding protein 3 isoform 10, poly(rC)-binding protein 3 isoform 1, poly(rC)-binding protein 3 isoform X4, poly(rC)-binding protein 3 isoform X5, poly(rC)-binding protein 3 isoform X9, poly(rC)-binding protein 3 isoform X10, poly(rC)-binding protein 3 isoform X11, poly(rC)-binding protein 3 isoform X13, poly(rC)-binding protein 3 isoform X14, poly(rC)-binding protein 3 isoform X15, poly(rC)-binding protein 3 isoform X20, poly(rC)-binding protein 3 isoform X21, poly(rC)-binding protein 3 isoform X22, poly(rC)-binding protein 3 isoform X23, poly(rC)-binding protein 3 isoform X25","PCBP3","ENSMUSG00000005357","FBgn0026439",NA,"ENSRNOG00000060674","ENSDARG00000042428","AGAP004942","AAEL004229","LOC105254015"
NA,"SLC19A1","ENSMUSG00000052151","FBgn0041087","ENSPANG00000024485","ENSRNOG00000001218","ENSDARG00000017388",NA,"AAEL009020",NA
"GDP-fucose protein O-fucosyltransferase 2 isoform C precursor, GDP-fucose protein O-fucosyltransferase 2 isoform X4","POFUT2","ENSMUSG00000020312","FBgn0015296","ENSPANG00000006270","ENSRNOG00000032530","ENSDARG00000042428","ABA29475.1","AAEL009017","LOC105249073"
"double-stranded RNA-specific editase 1 isoform 1, double-stranded RNA-specific editase 1 isoform 2, double-stranded RNA-specific editase 1 isoform X3, double-stranded RNA-specific editase 1 isoform X2, double-stranded RNA-specific editase 1 isoform X1, double-stranded RNA-specific editase 1 isoform X5, double-stranded RNA-specific editase 1 isoform X7, double-stranded RNA-specific editase 1 isoform X10","ADARB1","ENSMUSG00000035963","FBgn0039104","ENSPANG00000000560","ENSRNOG00000047532",NA,"AGAP000185","AAEL009016","LOC105251689"
"small ubiquitin-related modifier 3 isoform 1 precursor","SUMO3","ENSMUSG00000020329","FBgn0261938",NA,"ENSRNOG00000042797",NA,"AGAP001701","AAEL009020","LOC105250709"
NA,NA,"ENSMUSG00000035890","FBgn0037653","ENSPANG00000009402","ENSRNOG00000046538",NA,"AGAP000852","AAEL009017",NA
"ubiquitin-conjugating enzyme E2 G2 isoform 1","UBE2G2","ENSMUSG00000006498","FBgn0011224","ENSPANG00000006267","ENSRNOG00000043302",NA,"AGAP001701","AAEL009016","LOC105255652"
NA,NA,"ENSMUSG00000013833","FBgn0034707","ENSPANG00000005640","ENSRNOG00000042329",NA,"AGAP000852",NA,NA
NA,NA,"ENSMUSG00000035754","FBgn0023514","ENSPANG00000007015","ENSRNOG00000060674","ENSDARG00000011594","AGAP002169","AAEL004229",NA
NA,NA,"ENSMUSG00000004667","FBgn0033571","ENSPANG00000007015","ENSRNOG00000001218","ENSDARG00000033647","AGAP011100","AAEL009020",NA
NA,NA,"ENSMUSG00000003072","FBgn0028342","ENSPANG00000022111","ENSRNOG00000032530","ENSDARG00000078058","AGAP011100","AAEL009017",NA
NA,NA,"ENSMUSG00000020153","FBgn0039669","ENSPANG00000017791","ENSRNOG00000047532","ENSDARG00000054378",NA,"AAEL009016",NA
"ATP-dependent 6-phosphofructokinase, liver type isoform a, ATP-dependent 6-phosphofructokinase, liver type isoform b, ATP-dependent 6-phosphofructokinase, liver type isoform X3, ATP-dependent 6-phosphofructokinase, liver type isoform X5, ATP-dependent 6-phosphofructokinase, liver type isoform X4, ATP-dependent 6-phosphofructokinase, liver type isoform X2","PFKL","ENSMUSG00000020153","FBgn0030718","ENSPANG00000009248","ENSRNOG00000042797","ENSDARG00000033993",NA,"AAEL009020","LOC105248030"
NA,"FP565260.1","ENSMUSG00000069565","FBgn0004838","ENSPANG00000018868","ENSRNOG00000046538","ENSDARG00000045175",NA,"AAEL009017",NA
"periodic tryptophan protein 2 homolog","PWP2","ENSMUSG00000063457","FBgn0034138","ENSPANG00000006435","ENSRNOG00000043302","ENSDARG00000041609","AGAP007642","AAEL009016","LOC105253417"
"trafficking protein particle complex subunit 10 isoform a, trafficking protein particle complex subunit 10 isoform X4, trafficking protein particle complex subunit 10 isoform X1, trafficking protein particle complex subunit 10 isoform X2","TRAPPC10","ENSMUSG00000035478","FBgn0027950","ENSPANG00000006649","ENSRNOG00000042329","ENSDARG00000003544","AGAP010693",NA,"LOC105258996"
NA,"FP565260.6","ENSMUSG00000003346","FBgn0053096","ENSPANG00000010113","ENSRNOG00000060674","ENSDARG00000102741","AGAP002242","AAEL004229",NA
"1-acyl-sn-glycerol-3-phosphate acyltransferase gamma isoform 1, 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma isoform X2, 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma isoform X4","AGPAT3","ENSMUSG00000113640","FBgn0034360","ENSPANG00000007281","ENSRNOG00000001218","ENSDARG00000028119","AGAP007113","AAEL009020","LOC105254765"
"1-acyl-sn-glycerol-3-phosphate acyltransferase gamma isoform 1, 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma isoform X2, 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma isoform X4","AGPAT3","ENSMUSG00000003345","FBgn0250823","ENSPANG00000017881","ENSRNOG00000032530","ENSDARG00000035993","AGAP007113","AAEL009017","LOC105254765"
"pyridoxal kinase isoform 1","PDXK","ENSMUSG00000003348","FBgn0259482","ENSPANG00000009755","ENSRNOG00000047532","ENSDARG00000102741","AGAP005929","AAEL009016","LOC105252576"
"excitatory amino acid transporter 4 isoform 2, excitatory amino acid transporter 4 isoform X1","SLC1A6","ENSMUSG00000020198","FBgn0001087","ENSPANG00000018011","ENSRNOG00000042797","ENSDARG00000028119","AGAP009443","AAEL008425","LOC105253272"
NA,"PLPP2","ENSMUSG00000035215","FBgn0261068","ENSPANG00000021072","ENSRNOG00000046538","ENSDARG00000035993",NA,"AAEL004371",NA
NA,NA,"ENSMUSG00000020219","FBgn0083968","ENSPANG00000003569","ENSRNOG00000043302","ENSDARG00000025404","AGAP011463",NA,NA
NA,"ODF3L2","ENSMUSG00000020219","FBgn0036204","ENSPANG00000003569","ENSRNOG00000042329",NA,"AGAP001620",NA,NA
"DNA-directed RNA polymerase, mitochondrial precursor, DNA-directed RNA polymerase, mitochondrial isoform X1","POLRMT","ENSMUSG00000062075","FBgn0002525","ENSPANG00000004638","ENSRNOG00000060674",NA,NA,NA,"LOC105253506"
"E3 ubiquitin-protein ligase RNF126 isoform 1, E3 ubiquitin-protein ligase RNF126 isoform 2","RNF126","ENSMUSG00000062075","FBgn0010397","ENSPANG00000013566","ENSRNOG00000001218",NA,"AGAP002758","AAEL004163","LOC105252185"
"polypyrimidine tract-binding protein 1 isoform a, polypyrimidine tract-binding protein 1 isoform b, polypyrimidine tract-binding protein 1 isoform c, polypyrimidine tract-binding protein 1 isoform X1, polypyrimidine tract-binding protein 1 isoform X2","PTBP1","ENSMUSG00000048240","FBgn0004921","ENSPANG00000015324","ENSRNOG00000032530",NA,"AGAP003945","AAEL002522","LOC105256683"
"mediator of RNA polymerase II transcription subunit 16","MED16","ENSMUSG00000004937","FBgn0032640","ENSPANG00000012220","ENSRNOG00000047532",NA,NA,"AAEL013787","LOC105255654"
"WD repeat-containing protein 18 isoform 1","WDR18","ENSMUSG00000035027","FBgn0010269","ENSPANG00000019293","ENSRNOG00000042797","ENSDARG00000099755","AGAP000479","AAEL015064","LOC105257374"
"DNA-directed RNA polymerases I, II, and III subunit RPABC1 isoform a, DNA-directed RNA polymerases I, II, and III subunit RPABC1 isoform X1","POLR2E","ENSMUSG00000034994","FBgn0000559","ENSPANG00000004272","ENSRNOG00000046538","ENSDARG00000060504","AGAP010064","AAEL013787","LOC105251888"
"ATP synthase subunit delta, mitochondrial precursor","ATP5F1D","ENSMUSG00000034917","FBgn0262614","ENSPANG00000019262","ENSRNOG00000043302","ENSDARG00000037109","AGAP007841","AAEL015064","LOC105249891"
"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial isoform 1, NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial isoform X3","NDUFS7","ENSMUSG00000034889","FBgn0031114","ENSPANG00000015379","ENSRNOG00000042383","ENSDARG00000098118",NA,"AAEL007822","LOC105257514"
"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial isoform 1, NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial isoform X3","NDUFS7","ENSMUSG00000034872","FBgn0010504","ENSPANG00000020668","ENSRNOG00000001214","ENSDARG00000036549","AGAP000170","AAEL014231","LOC105257514"
"DAZ-associated protein 1 isoform a, DAZ-associated protein 1 isoform c, DAZ-associated protein 1 isoform d, DAZ-associated protein 1 isoform b","DAZAP1","ENSMUSG00000020232","FBgn0026582","ENSPANG00000008910","ENSRNOG00000001210","ENSDARG00000036549","AGAP001930","AAEL014231","LOC105256325, LOC105253985"
"40S ribosomal protein S15 isoform 2, 40S ribosomal protein S15 isoform 1","RPS15","ENSMUSG00000020235","FBgn0262699","ENSPANG00000008910","ENSRNOG00000023210","ENSDARG00000036546","AGAP001274",NA,"LOC105254611"
"methyl-CpG-binding domain protein 3 isoform 1, methyl-CpG-binding domain protein 3 isoform 2","MBD3","ENSMUSG00000078440","FBgn0261479","ENSPANG00000013393","ENSRNOG00000001205","ENSDARG00000088959","AGAP003982",NA,"LOC105254867"
NA,"ABHD17A","ENSMUSG00000113262","FBgn0261479","ENSPANG00000013393","ENSRNOG00000001205",NA,NA,"AAEL010746",NA
"probable inactive tRNA-specific adenosine deaminase-like protein 3 isoform 2, probable inactive tRNA-specific adenosine deaminase-like protein 3 isoform 1","ADAT3","ENSMUSG00000020238","FBgn0032217","ENSPANG00000011892","ENSRNOG00000049970","ENSDARG00000028896","AGAP007066","AAEL006895","LOC105255222"
"casein kinase I isoform gamma-2, casein kinase I isoform X2, casein kinase I isoform X1","CSNK1G2","ENSMUSG00000034781","FBgn0004435","ENSPANG00000006535","ENSRNOG00000049937","ENSDARG00000002231","AGAP003997","AAEL003975","LOC105251108"
"MOB kinase activator 3A, MOB kinase activator 3A isoform X1","MOB3A","ENSMUSG00000034748","FBgn0037802","ENSPANG00000008882","ENSRNOG00000007509","ENSDARG00000062080","AGAP007872","AAEL010796","LOC105253649"
"AP-3 complex subunit delta-1 isoform 3, AP-3 complex subunit delta-1 isoform 4, AP-3 complex subunit delta-1 isoform 2","AP3D1","ENSMUSG00000112160","FBgn0022720","ENSPANG00000007589","ENSRNOG00000000177","ENSDARG00000021432","AGAP000161","AAEL010399","LOC105253801"
"U6 snRNA-associated Sm-like protein LSm7","LSM7","ENSMUSG00000073427","FBgn0033934","ENSPANG00000013784","ENSRNOG00000008030","ENSDARG00000014209","AGAP008122","AAEL014026","LOC105252994"
"mitochondrial import inner membrane translocase subunit Tim13","TIMM13","ENSMUSG00000034612","FBgn0032618","ENSPANG00000019259","ENSRNOG00000008199","ENSDARG00000101220","AGAP002277","AAEL010399","LOC105258150"
"mitochondrial import inner membrane translocase subunit Tim13","TIMM13","ENSMUSG00000020256","FBgn0032945","ENSPANG00000012469","ENSRNOG00000024879","ENSDARG00000104076","AGAP002277","AAEL014026","LOC105258150"
"lamin-B2","LMNB2","ENSMUSG00000034560","FBgn0030739","ENSPANG00000010575","ENSRNOG00000009028","ENSDARG00000031907","AGAP011938","AAEL009601","LOC105256568"
"lamin-B2","LMNB2","ENSMUSG00000020034","FBgn0029820","ENSPANG00000004724","ENSRNOG00000010448","ENSDARG00000040779",NA,"AAEL004496","LOC105256568"
"guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7 precursor, guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7 isoform X1","GNG7","ENSMUSG00000034453","FBgn0004463","ENSPANG00000017164","ENSRNOG00000011315","ENSDARG00000041113","AGAP010589",NA,"LOC105248350"
"small glutamine-rich tetratricopeptide repeat-containing protein alpha, small glutamine-rich tetratricopeptide repeat-containing protein alpha isoform X1","SGTA","ENSMUSG00000035620","FBgn0028292","ENSPANG00000017164","ENSRNOG00000012379","ENSDARG00000026183",NA,"AAEL008739","LOC105250002"
"dual specificity mitogen-activated protein kinase kinase 2","MAP2K2","ENSMUSG00000020042","FBgn0264711","ENSPANG00000009308","ENSRNOG00000013545","ENSDARG00000074274","AGAP001103","AAEL003501","LOC105255739"
NA,"AC011005.1","ENSMUSG00000001785","FBgn0263510","ENSPANG00000011891","ENSRNOG00000014625","ENSDARG00000019404","AGAP009441","AAEL001847",NA
"elongation factor 2","EEF2","ENSMUSG00000001783","FBgn0032781","ENSPANG00000004922","ENSRNOG00000024568","ENSDARG00000074552",NA,"AAEL013965","LOC105256394"
NA,"TJP3","ENSMUSG00000059602","FBgn0004575",NA,"ENSRNOG00000024568","ENSDARG00000074552","AGAP006542","AAEL013723",NA
"cactin","CACTIN","ENSMUSG00000020044","FBgn0025879",NA,"ENSRNOG00000031387","ENSDARG00000070846","AGAP007674","AAEL013087","LOC105256397"
"PDZ domain-containing protein GIPC3","GIPC3","ENSMUSG00000020048","FBgn0039562","ENSPANG00000012280","ENSRNOG00000024603","ENSDARG00000070849","AGAP004791","AAEL014037","LOC105247944"
NA,"HMG20B","ENSMUSG00000112743","FBgn0033426","ENSPANG00000018236","ENSRNOG00000028956","ENSDARG00000042029","AGAP002114","AAEL011087",NA
"fizzy-related protein homolog isoform 1, fizzy-related protein homolog isoform 2, fizzy-related protein homolog isoform X2, fizzy-related protein homolog isoform X1","FZR1","ENSMUSG00000054027","FBgn0033426","ENSPANG00000006617","ENSRNOG00000018212","ENSDARG00000091433","AGAP002129","AAEL002504","LOC105258409"
"deoxyhypusine hydroxylase","DOHH","ENSMUSG00000020051","FBgn0001208","ENSPANG00000022859",NA,"ENSDARG00000043084","AGAP002129",NA,"LOC105251444"
NA,NA,"ENSMUSG00000035351","FBgn0039301","ENSPANG00000012252","ENSRNOG00000018529","ENSDARG00000005640","AGAP002549","AAEL008072",NA
"nicalin isoform 2 precursor, nicalin isoform 1 precursor","NCLN","ENSMUSG00000020056","FBgn0031979","ENSPANG00000003388","ENSRNOG00000018971","ENSDARG00000005458",NA,"AAEL008257","LOC105252860"
"guanine nucleotide-binding protein subunit alpha-11","GNA11","ENSMUSG00000020057","FBgn0025624","ENSPANG00000005795","ENSRNOG00000018977","ENSDARG00000034056","AGAP001458","AAEL011656","LOC105252106"
"NAD-dependent protein deacetylase sirtuin-6 isoform 1","SIRT6","ENSMUSG00000060904","FBgn0000115","ENSPANG00000004645","ENSRNOG00000019552","ENSDARG00000019113",NA,"AAEL001033","LOC105254211"
NA,NA,"ENSMUSG00000004356","FBgn0034734","ENSPANG00000016035","ENSRNOG00000019682","ENSDARG00000071424","AGAP006701","AAEL000805",NA
NA,NA,"ENSMUSG00000035189","FBgn0036235",NA,"ENSRNOG00000019682","ENSDARG00000058328","AGAP004371","AAEL002967",NA
"carbohydrate sulfotransferase 11 isoform 2, carbohydrate sulfotransferase 11 isoform 1, carbohydrate sulfotransferase 11 isoform X1","CHST11","ENSMUSG00000019935","FBgn0031424","ENSPANG00000026318","ENSRNOG00000025742","ENSDARG00000058297","AGAP009591","AAEL007800","LOC105254687"
"mitochondrial 10-formyltetrahydrofolate dehydrogenase precursor","ALDH1L2","ENSMUSG00000069539","FBgn0039623",NA,"ENSRNOG00000025742","ENSDARG00000058297",NA,"AAEL001784","LOC105248128"
