"mouse_ID","drosophila_ID","orthotype_mouse_drosophila","omagroup_mouse_drosophila"
"ENSMUSG00000020264","FBgn0032036","n:m",NA
"ENSMUSG00000020264","FBgn0263776","n:m",NA
"ENSMUSG00000020261","FBgn0032036","n:m",547620
"ENSMUSG00000020261","FBgn0263776","n:m",NA
"ENSMUSG00000055333","FBgn0261574","n:1",NA
"ENSMUSG00000018593","FBgn0026562","1:1",803560
"ENSMUSG00000018585","FBgn0052446","1:1",828609
"ENSMUSG00000018583","FBgn0015778","n:1",NA
"ENSMUSG00000000263","FBgn0037950","n:m",637257
"ENSMUSG00000000263","FBgn0024963","n:m",NA
"ENSMUSG00000037393","FBgn0038201","n:1",657304
"ENSMUSG00000020524","FBgn0004619","n:m",NA
"ENSMUSG00000020524","FBgn0264000","n:m",NA
"ENSMUSG00000020523","FBgn0038360","n:1",784720
"ENSMUSG00000020520","FBgn0035375","n:1",NA
"ENSMUSG00000020519","FBgn0030788","n:1",798177
"ENSMUSG00000086962","FBgn0030485","1:m",648218
"ENSMUSG00000086962","FBgn0030509","1:m",NA
"ENSMUSG00000020515","FBgn0036239","n:1",NA
"ENSMUSG00000020514","FBgn0030786","1:1",840684
"ENSMUSG00000078851","FBgn0051618","n:m",NA
"ENSMUSG00000078851","FBgn0053808","n:m",NA
"ENSMUSG00000078851","FBgn0053814","n:m",NA
"ENSMUSG00000078851","FBgn0053817","n:m",NA
"ENSMUSG00000078851","FBgn0053820","n:m",NA
"ENSMUSG00000078851","FBgn0053823","n:m",NA
"ENSMUSG00000078851","FBgn0053826","n:m",NA
"ENSMUSG00000078851","FBgn0053829","n:m",NA
"ENSMUSG00000078851","FBgn0053832","n:m",NA
"ENSMUSG00000078851","FBgn0053835","n:m",NA
"ENSMUSG00000078851","FBgn0053838","n:m",NA
"ENSMUSG00000078851","FBgn0053841","n:m",NA
"ENSMUSG00000078851","FBgn0053844","n:m",NA
"ENSMUSG00000078851","FBgn0053847","n:m",NA
"ENSMUSG00000078851","FBgn0053850","n:m",NA
"ENSMUSG00000078851","FBgn0053853","n:m",NA
"ENSMUSG00000078851","FBgn0053856","n:m",NA
"ENSMUSG00000078851","FBgn0053859","n:m",NA
"ENSMUSG00000078851","FBgn0053862","n:m",NA
"ENSMUSG00000078851","FBgn0053865","n:m",NA
"ENSMUSG00000049287","FBgn0037610","1:1",852570
"ENSMUSG00000020444","FBgn0036099","1:1",830901
"ENSMUSG00000036860","FBgn0038678","1:1",856038
"ENSMUSG00000048076","FBgn0010348","n:1",775023
"ENSMUSG00000036819","FBgn0032671","1:1",764008
"ENSMUSG00000032633","FBgn0261111","1:1",805922
"ENSMUSG00000019373","FBgn0027055","1:1",699309
"ENSMUSG00000020538","FBgn0261283","n:1",783982
"ENSMUSG00000056598","FBgn0032163","1:m",830420
"ENSMUSG00000056598","FBgn0046697","1:m",NA
"ENSMUSG00000042709","FBgn0021856","1:1",861702
"ENSMUSG00000020537","FBgn0038723","1:1",490079
"ENSMUSG00000042678","FBgn0263705","1:1",550322
"ENSMUSG00000020536","FBgn0002121","n:1",839243
"ENSMUSG00000002812","FBgn0000709","1:1",802994
"ENSMUSG00000020534","FBgn0029823","1:1",861551
"ENSMUSG00000042569","FBgn0027583","1:1",508626
"ENSMUSG00000043284","FBgn0044419","1:1",830523
"ENSMUSG00000018932","FBgn0261524","n:1",NA
"ENSMUSG00000042529","FBgn0265042","n:m",NA
"ENSMUSG00000042529","FBgn0039081","n:m",NA
"ENSMUSG00000042506","FBgn0013717","n:1",547171
"ENSMUSG00000010025","FBgn0010548","1:1",661721
"ENSMUSG00000001039","FBgn0038342","1:1",777875
"ENSMUSG00000020528","FBgn0039790","1:1",849683
"ENSMUSG00000004798","FBgn0260945","1:1",547727
"ENSMUSG00000047804","FBgn0040079","1:1",838985
"ENSMUSG00000042298","FBgn0032744","1:1",849837
"ENSMUSG00000019505","FBgn0029856","n:1",754154
"ENSMUSG00000048497","FBgn0032732","n:1",NA
"ENSMUSG00000014177","FBgn0035944","n:1",850419
"ENSMUSG00000042189","FBgn0040028","n:m",810701
"ENSMUSG00000042189","FBgn0052820","n:m",NA
"ENSMUSG00000042189","FBgn0052819","n:m",NA
"ENSMUSG00000070407","FBgn0031005","n:1",731060
"ENSMUSG00000042148","FBgn0032222","1:1",855104
"ENSMUSG00000047759","FBgn0031005","n:1",NA
"ENSMUSG00000020549","FBgn0028426","1:1",795864
"ENSMUSG00000033352","FBgn0024326","1:1",549240
"ENSMUSG00000056752","FBgn0013812","n:m",NA
"ENSMUSG00000056752","FBgn0267433","n:m",NA
"ENSMUSG00000069844","FBgn0262467","1:1",508457
"ENSMUSG00000020908","FBgn0264695","n:1",NA
"ENSMUSG00000033196","FBgn0264695","n:1",NA
"ENSMUSG00000056328","FBgn0264695","n:1",NA
"ENSMUSG00000057003","FBgn0264695","n:1",NA
"ENSMUSG00000055775","FBgn0264695","n:1",NA
"ENSMUSG00000060180","FBgn0264695","n:1",NA
"ENSMUSG00000020904","FBgn0035724","1:1",547571
"ENSMUSG00000020903","FBgn0036643","1:1",494704
"ENSMUSG00000020902","FBgn0015773","1:1",831594
"ENSMUSG00000045915","FBgn0032768","n:m",813790
"ENSMUSG00000045915","FBgn0032769","n:m",NA
"ENSMUSG00000020900","FBgn0265434","n:1",547353
"ENSMUSG00000018736","FBgn0036059","n:1",642444
"ENSMUSG00000060938","FBgn0036825","1:1",846145
"ENSMUSG00000018740","FBgn0033903","n:m",497992
"ENSMUSG00000018740","FBgn0033904","n:m",NA
"ENSMUSG00000018740","FBgn0033905","n:m",NA
"ENSMUSG00000020899","FBgn0000052","1:1",853185
"ENSMUSG00000020897","FBgn0000147","n:1",NA
"ENSMUSG00000020894","FBgn0003660","n:m",NA
"ENSMUSG00000020894","FBgn0013342","n:m",NA
"ENSMUSG00000049299","FBgn0260860","1:1",858023
"ENSMUSG00000018470","FBgn0263220","n:1",798230
"ENSMUSG00000018474","FBgn0262519","n:1",547866
"ENSMUSG00000044795","FBgn0031596","n:1",792399
"ENSMUSG00000005237","FBgn0001313","1:1",529433
"ENSMUSG00000041346","FBgn0031782","1:1",842097
"ENSMUSG00000041329","FBgn0015776","n:m",NA
"ENSMUSG00000041329","FBgn0015777","n:m",858472
"ENSMUSG00000041329","FBgn0032946","n:m",NA
"ENSMUSG00000069835","FBgn0038302","1:1",750035
"ENSMUSG00000018765","FBgn0028734","n:1",NA
"ENSMUSG00000018761","FBgn0031662","1:1",845756
"ENSMUSG00000059796","FBgn0001942","n:1",NA
"ENSMUSG00000005198","FBgn0003277","1:1",846709
"ENSMUSG00000051790","FBgn0001987","1:1",NA
"ENSMUSG00000070394","FBgn0038739","1:m",NA
"ENSMUSG00000070394","FBgn0259741","1:m",NA
"ENSMUSG00000001588","FBgn0039056","n:1",NA
"ENSMUSG00000047284","FBgn0041161","1:1",816889
"ENSMUSG00000078812","FBgn0034967","n:1",847487
"ENSMUSG00000018566","FBgn0264574","n:1",547897
"ENSMUSG00000018559","FBgn0029067","1:1",708548
"ENSMUSG00000018567","FBgn0052672","1:1",864369
"ENSMUSG00000020888","FBgn0000499","n:1",NA
"ENSMUSG00000018574","FBgn0034432","1:1",832468
"ENSMUSG00000020886","FBgn0001624","n:1",NA
"ENSMUSG00000040904","FBgn0262116","1:m",NA
"ENSMUSG00000040904","FBgn0034700","1:m",NA
"ENSMUSG00000060216","FBgn0040206","n:1",NA
"ENSMUSG00000046811","FBgn0050392","n:1",NA
"ENSMUSG00000018286","FBgn0010590","1:1",860125
"ENSMUSG00000020828","FBgn0033075","n:1",NA
"ENSMUSG00000020827","FBgn0010909","1:1",NA
"ENSMUSG00000014606","FBgn0039674","1:1",498003
"ENSMUSG00000060600","FBgn0000579","n:1",NA
"ENSMUSG00000018287","FBgn0032870","1:1",803181
"ENSMUSG00000040667","FBgn0026207","1:1",800011
"ENSMUSG00000018446","FBgn0034259","1:1",784646
"ENSMUSG00000040620","FBgn0032194","1:1",846764
"ENSMUSG00000018442","FBgn0038438","n:1",689447
"ENSMUSG00000040554","FBgn0030345","n:1",764245
"ENSMUSG00000020803","FBgn0000318","1:1",530040
"ENSMUSG00000020805","FBgn0036816","n:m",NA
"ENSMUSG00000020805","FBgn0064119","n:m",NA
"ENSMUSG00000020805","FBgn0260466","n:m",NA
"ENSMUSG00000020799","FBgn0035638","1:1",810698
"ENSMUSG00000020794","FBgn0058045","1:1",547230
"ENSMUSG00000020790","FBgn0039955","1:1",548469
"ENSMUSG00000057778","FBgn0030099","1:1",817823
"ENSMUSG00000020785","FBgn0040056","1:1",NA
"ENSMUSG00000047260","FBgn0039259","1:1",705795
"ENSMUSG00000043029","FBgn0036414","n:1",NA
"ENSMUSG00000020741","FBgn0034087","1:1",815996
"ENSMUSG00000020745","FBgn0015754","1:1",547031
"ENSMUSG00000038351","FBgn0031116","n:m",549734
"ENSMUSG00000038351","FBgn0052506","n:m",NA
"ENSMUSG00000038335","FBgn0037073","1:1",659145
"ENSMUSG00000038268","FBgn0038806","1:1",659049
"ENSMUSG00000078789","FBgn0036194","1:1",851990
"ENSMUSG00000000751","FBgn0010173","1:1",803484
"ENSMUSG00000045374","FBgn0032395","1:1",817675
"ENSMUSG00000020850","FBgn0033688","1:1",778421
"ENSMUSG00000017781","FBgn0262468","n:1",NA
"ENSMUSG00000006127","FBgn0034179","1:1",NA
"ENSMUSG00000017774","FBgn0010246","n:1",548318
"ENSMUSG00000020849","FBgn0020238","1:1",499497
"ENSMUSG00000020848","FBgn0030230","n:1",NA
"ENSMUSG00000017288","FBgn0031598","1:1",514977
"ENSMUSG00000017286","FBgn0031143","1:1",805387
"ENSMUSG00000038046","FBgn0036889","1:1",841778
"ENSMUSG00000020843","FBgn0051229","1:1",689104
"ENSMUSG00000010392","FBgn0044871","1:1",854296
"ENSMUSG00000020840","FBgn0030038","1:1",740606
"ENSMUSG00000020836","FBgn0265935","n:1",NA
"ENSMUSG00000037907","FBgn0034418","n:1",516771
"ENSMUSG00000037791","FBgn0029861","1:1",859839
"ENSMUSG00000061981","FBgn0264078","1:1",547898
"ENSMUSG00000017386","FBgn0026319","1:1",716064
"ENSMUSG00000002059","FBgn0035255","n:1",NA
"ENSMUSG00000002052","FBgn0028982","1:1",865002
"ENSMUSG00000002064","FBgn0037312","n:1",762048
"ENSMUSG00000010277","FBgn0035420","1:1",856040
"ENSMUSG00000017390","FBgn0000064","n:1",NA
"ENSMUSG00000041958","FBgn0265190","1:1",839156
"ENSMUSG00000002058","FBgn0025549","n:1",NA
"ENSMUSG00000001095","FBgn0036816","n:m",547095
"ENSMUSG00000001095","FBgn0064119","n:m",NA
"ENSMUSG00000001095","FBgn0260466","n:m",NA
"ENSMUSG00000001100","FBgn0037329","1:1",813122
"ENSMUSG00000017615","FBgn0033017","n:1",853701
"ENSMUSG00000001105","FBgn0050441","1:1",NA
"ENSMUSG00000017376","FBgn0011817","1:1",548492
"ENSMUSG00000049489","FBgn0264816","1:1",547832
"ENSMUSG00000001123","FBgn0031213","n:m",NA
"ENSMUSG00000001123","FBgn0031214","n:m",NA
"ENSMUSG00000020716","FBgn0015269","1:1",807404
"ENSMUSG00000035575","FBgn0030081","1:1",495873
"ENSMUSG00000017548","FBgn0020887","1:1",799051
"ENSMUSG00000046909","FBgn0037184","1:1",852543
"ENSMUSG00000017686","FBgn0039140","n:1",865243
"ENSMUSG00000017692","FBgn0020248","n:1",511467
"ENSMUSG00000017428","FBgn0028689","1:1",830928
"ENSMUSG00000035441","FBgn0086347","n:1",548642
"ENSMUSG00000020704","FBgn0030795","1:1",544075
"ENSMUSG00000020701","FBgn0262730","n:1",NA
"ENSMUSG00000020698","FBgn0027329","1:1",NA
"ENSMUSG00000046010","FBgn0039271","1:1",NA
"ENSMUSG00000018841","FBgn0033389","1:1",NA
"ENSMUSG00000020692","FBgn0021874","1:1",546983
"ENSMUSG00000018845","FBgn0010812","n:1",816626
"ENSMUSG00000018733","FBgn0031282","1:1",736694
"ENSMUSG00000035152","FBgn0010380","n:1",515690
"ENSMUSG00000081906","FBgn0015756","n:1",NA
"ENSMUSG00000020677","FBgn0036754","1:1",NA
"ENSMUSG00000018648","FBgn0039742","n:1",NA
"ENSMUSG00000018651","FBgn0263738","1:1",783074
"ENSMUSG00000020532","FBgn0033246","n:1",805484
"ENSMUSG00000018697","FBgn0031851","1:1",855840
"ENSMUSG00000034449","FBgn0030332","1:m",NA
"ENSMUSG00000034449","FBgn0069973","1:m",NA
"ENSMUSG00000045140","FBgn0031422","1:m",NA
"ENSMUSG00000045140","FBgn0035265","1:m",NA
"ENSMUSG00000020526","FBgn0034033","1:1",842972
"ENSMUSG00000000804","FBgn0036913","1:1",NA
"ENSMUSG00000018481","FBgn0029878","1:1",548443
"ENSMUSG00000018068","FBgn0030858","1:1",817522
"ENSMUSG00000034297","FBgn0003415","n:1",844480
"ENSMUSG00000020516","FBgn0015806","n:1",548397
"ENSMUSG00000018171","FBgn0052675","1:1",833782
"ENSMUSG00000072582","FBgn0026566","1:1",824103
"ENSMUSG00000047126","FBgn0000319","1:1",865496
"ENSMUSG00000018427","FBgn0030183","n:1",755513
"ENSMUSG00000020495","FBgn0032296","1:1",497637
"ENSMUSG00000018401","FBgn0030735","1:1",496538
"ENSMUSG00000020485","FBgn0028683","1:1",804014
"ENSMUSG00000020483","FBgn0026141","n:m",NA
"ENSMUSG00000020483","FBgn0011760","n:m",835576
"ENSMUSG00000018379","FBgn0040284","1:1",NA
"ENSMUSG00000018377","FBgn0260741","1:1",NA
"ENSMUSG00000023723","FBgn0260407","1:1",829904
"ENSMUSG00000069769","FBgn0260943","1:1",551525
"ENSMUSG00000000278","FBgn0051823","1:m",NA
"ENSMUSG00000000278","FBgn0051821","1:m",NA
"ENSMUSG00000000278","FBgn0035154","1:m",NA
"ENSMUSG00000000278","FBgn0052483","1:m",718677
"ENSMUSG00000057534","FBgn0023212","n:1",NA
"ENSMUSG00000000276","FBgn0020930","1:1",518122
"ENSMUSG00000003948","FBgn0029935","n:1",NA
"ENSMUSG00000003949","FBgn0016694","1:1",652114
"ENSMUSG00000020544","FBgn0051648","1:1",862206
"ENSMUSG00000046755","FBgn0030268","1:1",NA
"ENSMUSG00000056158","FBgn0029962","n:m",638891
"ENSMUSG00000056158","FBgn0052698","n:m",NA
"ENSMUSG00000054079","FBgn0262560","1:1",498612
"ENSMUSG00000020857","FBgn0000150","n:1",NA
"ENSMUSG00000037601","FBgn0000150","n:1",865870
"ENSMUSG00000020859","FBgn0024187","n:1",NA
"ENSMUSG00000020863","FBgn0029887","1:1",NA
"ENSMUSG00000020865","FBgn0032456","1:1",NA
"ENSMUSG00000020867","FBgn0033924","1:1",851160
"ENSMUSG00000076435","FBgn0031703","1:1",546950
"ENSMUSG00000024414","FBgn0053002","1:1",832986
"ENSMUSG00000020868","FBgn0015360","n:1",NA
"ENSMUSG00000001506","FBgn0028573","1:1",NA
"ENSMUSG00000001508","FBgn0032013","n:1",844213
"ENSMUSG00000038967","FBgn0017558","n:1",NA
"ENSMUSG00000001507","FBgn0004456","n:1",NA
"ENSMUSG00000020873","FBgn0250820","1:1",665209
"ENSMUSG00000057522","FBgn0264493","n:1",547477
"ENSMUSG00000038845","FBgn0002031","1:1",546956
"ENSMUSG00000050860","FBgn0031048","n:1",NA
"ENSMUSG00000013415","FBgn0262735","n:1",548180
"ENSMUSG00000006058","FBgn0260940","1:1",783394
"ENSMUSG00000006057","FBgn0039830","1:1",NA
"ENSMUSG00000018666","FBgn0030082","n:1",NA
"ENSMUSG00000018669","FBgn0050291","1:1",831927
"ENSMUSG00000018659","FBgn0051472","1:1",818615
"ENSMUSG00000020877","FBgn0037472","n:1",NA
"ENSMUSG00000001445","FBgn0031231","1:1",852200
"ENSMUSG00000001440","FBgn0262743","1:1",495032
"ENSMUSG00000001441","FBgn0261243","1:1",797479
"ENSMUSG00000018882","FBgn0263863","1:1",745866
"ENSMUSG00000069744","FBgn0026380","n:1",860124
"ENSMUSG00000018547","FBgn0039924","n:1",671107
"ENSMUSG00000018541","FBgn0031452","1:1",547384
"ENSMUSG00000071415","FBgn0010078","1:1",866161
"ENSMUSG00000038366","FBgn0063485","n:1",709635
"ENSMUSG00000020882","FBgn0259822","n:1",NA
"ENSMUSG00000017404","FBgn0002607","1:1",864354
"ENSMUSG00000020883","FBgn0033639","n:1",547915
"ENSMUSG00000018160","FBgn0037109","1:1",548216
"ENSMUSG00000018167","FBgn0035028","1:1",764628
"ENSMUSG00000038208","FBgn0033088","1:1",857120
"ENSMUSG00000062312","FBgn0003731","n:1",NA
"ENSMUSG00000002580","FBgn0040650","1:1",662273
"ENSMUSG00000038150","FBgn0037110","n:1",843550
"ENSMUSG00000078134","FBgn0260944","n:1",NA
"ENSMUSG00000017221","FBgn0261396","1:1",705781
"ENSMUSG00000017210","FBgn0035851","1:1",845576
"ENSMUSG00000078676","FBgn0045862","1:1",549245
"ENSMUSG00000020914","FBgn0003732","n:1",NA
"ENSMUSG00000019761","FBgn0004227","1:1",NA
"ENSMUSG00000078131","FBgn0046873","n:1",NA
"ENSMUSG00000063251","FBgn0046873","n:1",NA
"ENSMUSG00000044649","FBgn0046873","n:1",NA
"ENSMUSG00000045109","FBgn0046873","n:1",NA
"ENSMUSG00000078130","FBgn0046873","n:1",NA
"ENSMUSG00000069718","FBgn0046873","n:1",NA
"ENSMUSG00000078276","FBgn0004175","1:m",NA
"ENSMUSG00000078276","FBgn0004174","1:m",NA
"ENSMUSG00000078260","FBgn0046873","n:1",NA
"ENSMUSG00000078259","FBgn0046873","n:1",NA
"ENSMUSG00000048294","FBgn0046873","n:1",584882
"ENSMUSG00000078254","FBgn0031089","1:1",NA
"ENSMUSG00000078253","FBgn0028939","1:1",NA
"ENSMUSG00000078252","FBgn0004173","n:1",NA
"ENSMUSG00000035530","FBgn0035423","n:1",848319
"ENSMUSG00000017176","FBgn0034988","n:1",NA
"ENSMUSG00000001558","FBgn0040038","1:1",609517
"ENSMUSG00000014195","FBgn0032586","1:1",547247
"ENSMUSG00000017837","FBgn0040513","n:1",790171
"ENSMUSG00000020918","FBgn0020388","n:1",665374
"ENSMUSG00000019173","FBgn0014010","n:1",522100
"ENSMUSG00000019302","FBgn0028671","1:1",823779
"ENSMUSG00000001751","FBgn0014417","1:1",793883
"ENSMUSG00000001755","FBgn0035632","1:1",849880
"ENSMUSG00000017801","FBgn0039509","1:1",835170
"ENSMUSG00000035198","FBgn0260639","n:1",696184
"ENSMUSG00000045007","FBgn0260639","n:1",NA
"ENSMUSG00000017167","FBgn0013997","n:1",NA
"ENSMUSG00000006920","FBgn0000629","n:1",NA
"ENSMUSG00000078656","FBgn0022027","1:1",705836
"ENSMUSG00000017188","FBgn0261353","1:1",829019
"ENSMUSG00000035086","FBgn0264325","1:1",814113
"ENSMUSG00000078652","FBgn0029133","1:1",728567
"ENSMUSG00000078650","FBgn0031463","n:1",NA
"ENSMUSG00000097239","FBgn0029664","n:1",781702
"ENSMUSG00000075528","FBgn0029664","n:1",NA
"ENSMUSG00000035007","FBgn0040348","1:1",840645
"ENSMUSG00000063316","FBgn0039359","n:1",865038
"ENSMUSG00000034931","FBgn0086895","1:1",846760
"ENSMUSG00000017314","FBgn0250785","n:1",NA
"ENSMUSG00000020922","FBgn0036057","1:m",NA
"ENSMUSG00000020922","FBgn0030364","1:m",720745
"ENSMUSG00000034793","FBgn0031463","n:1",NA
"ENSMUSG00000008855","FBgn0041210","n:1",NA
"ENSMUSG00000006574","FBgn0036043","n:1",NA
"ENSMUSG00000018677","FBgn0037512","n:m",NA
"ENSMUSG00000018677","FBgn0031039","n:m",498026
"ENSMUSG00000020925","FBgn0032101","1:1",518074
"ENSMUSG00000020929","FBgn0039566","1:1",863714
"ENSMUSG00000020935","FBgn0037469","1:1",853980
"ENSMUSG00000020936","FBgn0020392","n:1",772801
"ENSMUSG00000055805","FBgn0267795","n:1",NA
"ENSMUSG00000078632","FBgn0039633","1:1",NA
"ENSMUSG00000020945","FBgn0034092","n:m",NA
"ENSMUSG00000020945","FBgn0004431","n:m",NA
"ENSMUSG00000020945","FBgn0004425","n:m",NA
"ENSMUSG00000020945","FBgn0004426","n:m",NA
"ENSMUSG00000020945","FBgn0004427","n:m",NA
"ENSMUSG00000020945","FBgn0004428","n:m",NA
"ENSMUSG00000020945","FBgn0004429","n:m",NA
"ENSMUSG00000020945","FBgn0004430","n:m",NA
"ENSMUSG00000020945","FBgn0029765","n:m",756393
"ENSMUSG00000020946","FBgn0260856","1:1",651131
"ENSMUSG00000034187","FBgn0266464","1:m",848763
"ENSMUSG00000034187","FBgn0000346","1:m",NA
"ENSMUSG00000062421","FBgn0010348","n:1",NA
"ENSMUSG00000018634","FBgn0033744","n:m",NA
"ENSMUSG00000018634","FBgn0033932","n:m",657290
"ENSMUSG00000020687","FBgn0012058","1:1",547482
"ENSMUSG00000061086","FBgn0004687","n:1",NA
"ENSMUSG00000020691","FBgn0035247","1:1",836846
"ENSMUSG00000020681","FBgn0016122","n:m",NA
"ENSMUSG00000020681","FBgn0012037","n:m",NA
"ENSMUSG00000101605","FBgn0016122","n:m",NA
"ENSMUSG00000101605","FBgn0012037","n:m",524996
"ENSMUSG00000049354","FBgn0266848","1:1",843367
"ENSMUSG00000001983","FBgn0032205","1:1",NA
"ENSMUSG00000069631","FBgn0046692","1:1",549299
"ENSMUSG00000078622","FBgn0031544","1:1",752070
"ENSMUSG00000020705","FBgn0036104","1:1",547749
"ENSMUSG00000020706","FBgn0030720","1:1",546996
"ENSMUSG00000020708","FBgn0020369","1:1",848756
"ENSMUSG00000001027","FBgn0264255","n:1",NA
"ENSMUSG00000020715","FBgn0261984","n:1",814863
"ENSMUSG00000020719","FBgn0035720","1:1",551673
"ENSMUSG00000018363","FBgn0029006","n:1",NA
"ENSMUSG00000018362","FBgn0267727","n:1",515831
"ENSMUSG00000040481","FBgn0000541","1:1",826135
"ENSMUSG00000018433","FBgn0036886","1:1",727389
"ENSMUSG00000040430","FBgn0027872","1:1",807165
"ENSMUSG00000020720","FBgn0028690","1:1",790065
"ENSMUSG00000050965","FBgn0003091","n:1",NA
"ENSMUSG00000000142","FBgn0026597","n:1",NA
"ENSMUSG00000020611","FBgn0000384","n:1",NA
"ENSMUSG00000041895","FBgn0032935","1:1",NA
"ENSMUSG00000020612","FBgn0259243","n:1",NA
"ENSMUSG00000020623","FBgn0261524","n:1",547609
"ENSMUSG00000041695","FBgn0265042","n:m",NA
"ENSMUSG00000041695","FBgn0039081","n:m",824406
"ENSMUSG00000041654","FBgn0033665","1:1",789336
"ENSMUSG00000018661","FBgn0037998","1:1",827808
"ENSMUSG00000057322","FBgn0040007","1:1",864305
"ENSMUSG00000034714","FBgn0261444","n:m",NA
"ENSMUSG00000034714","FBgn0015558","n:m",740997
"ENSMUSG00000034706","FBgn0036195","1:1",685497
"ENSMUSG00000010021","FBgn0038205","1:1",NA
"ENSMUSG00000015542","FBgn0039859","1:1",818194
"ENSMUSG00000045980","FBgn0036988","1:1",547924
"ENSMUSG00000018861","FBgn0015582","1:1",839843
"ENSMUSG00000045288","FBgn0033785","n:1",855296
"ENSMUSG00000034586","FBgn0033713","1:1",851098
"ENSMUSG00000018858","FBgn0032261","1:1",860846
"ENSMUSG00000034566","FBgn0016120","1:1",790094
"ENSMUSG00000016940","FBgn0025394","n:1",NA
"ENSMUSG00000057219","FBgn0038425","1:1",533098
"ENSMUSG00000020738","FBgn0264922","n:1",NA
"ENSMUSG00000020739","FBgn0034310","1:1",780170
"ENSMUSG00000020740","FBgn0030141","n:1",547676
"ENSMUSG00000046756","FBgn0032236","1:1",862974
"ENSMUSG00000020744","FBgn0037852","1:1",498004
"ENSMUSG00000059923","FBgn0004638","1:1",549796
"ENSMUSG00000020747","FBgn0022153","1:1",842519
"ENSMUSG00000034471","FBgn0039249","1:1",NA
"ENSMUSG00000020782","FBgn0002121","n:1",NA
"ENSMUSG00000016559","FBgn0014857","n:m",497236
"ENSMUSG00000016559","FBgn0004828","n:m",NA
"ENSMUSG00000034341","FBgn0036318","1:1",NA
"ENSMUSG00000020775","FBgn0030552","1:1",703342
"ENSMUSG00000020777","FBgn0027572","1:1",NA
"ENSMUSG00000092300","FBgn0004107","n:1",549006
"ENSMUSG00000020780","FBgn0035947","1:1",857107
"ENSMUSG00000020792","FBgn0266667","1:1",531195
"ENSMUSG00000020802","FBgn0027512","1:1",815811
"ENSMUSG00000056962","FBgn0038948","1:1",NA
"ENSMUSG00000090266","FBgn0038396","1:1",829370
"ENSMUSG00000034120","FBgn0265298","1:1",547671
"ENSMUSG00000020818","FBgn0038053","1:1",745649
"ENSMUSG00000020823","FBgn0031814","n:1",530542
"ENSMUSG00000025571","FBgn0051992","n:1",NA
"ENSMUSG00000048277","FBgn0033876","n:1",NA
"ENSMUSG00000017718","FBgn0031821","1:1",NA
"ENSMUSG00000017713","FBgn0039094","1:1",796590
"ENSMUSG00000017715","FBgn0038649","1:1",865617
"ENSMUSG00000033987","FBgn0013812","n:m",529439
"ENSMUSG00000033987","FBgn0267433","n:m",NA
"ENSMUSG00000017132","FBgn0086779","n:1",NA
"ENSMUSG00000017466","FBgn0025879","n:1",NA
"ENSMUSG00000025575","FBgn0037900","1:1",855156
"ENSMUSG00000039963","FBgn0262123","1:1",547839
"ENSMUSG00000025580","FBgn0037573","n:1",NA
"ENSMUSG00000005043","FBgn0038660","1:1",748749
"ENSMUSG00000039908","FBgn0039736","1:1",NA
"ENSMUSG00000025371","FBgn0034744","1:1",834317
"ENSMUSG00000025372","FBgn0052082","n:1",550912
"ENSMUSG00000062825","FBgn0000043","n:m",NA
"ENSMUSG00000062825","FBgn0000042","n:m",784102
"ENSMUSG00000025380","FBgn0003447","n:1",NA
"ENSMUSG00000039703","FBgn0039348","1:1",730321
"ENSMUSG00000025793","FBgn0031450","1:1",547905
"ENSMUSG00000039640","FBgn0011787","1:1",866530
"ENSMUSG00000025792","FBgn0027610","1:1",497997
"ENSMUSG00000025130","FBgn0014002","1:1",780359
"ENSMUSG00000025132","FBgn0036921","n:1",NA
"ENSMUSG00000025134","FBgn0010774","n:1",548169
"ENSMUSG00000025135","FBgn0250903","1:1",828172
"ENSMUSG00000025137","FBgn0032482","1:1",825494
"ENSMUSG00000025140","FBgn0038516","n:m",844487
"ENSMUSG00000025140","FBgn0015781","n:m",NA
"ENSMUSG00000025142","FBgn0064126","1:1",784673
"ENSMUSG00000018012","FBgn0010333","n:1",NA
"ENSMUSG00000039450","FBgn0030968","n:1",508558
"ENSMUSG00000025150","FBgn0030968","n:1",NA
