mouse_ID,drosophila_ID,baboon_ID,human_ID,rat_ID,zebrafish_ID,anopheles_ID,aedes_ID
ENSMUSG00000059602,FBgn0004575,,TJP3,ENSRNOG00000024568,ENSDARG00000074552,AGAP006542,AAEL013723
ENSMUSG00000020044,FBgn0025879,,CACTIN,ENSRNOG00000031387,ENSDARG00000070846,AGAP007674,AAEL013087
ENSMUSG00000020048,FBgn0039562,ENSPANG00000012280,GIPC3,ENSRNOG00000024603,ENSDARG00000070849,AGAP004791,AAEL014037
ENSMUSG00000112743,FBgn0033426,ENSPANG00000018236,HMG20B,ENSRNOG00000028956,ENSDARG00000042029,AGAP002114,AAEL011087
ENSMUSG00000054027,FBgn0033426,ENSPANG00000006617,FZR1,ENSRNOG00000018212,ENSDARG00000091433,AGAP002129,AAEL002504
ENSMUSG00000020051,FBgn0001208,ENSPANG00000022859,DOHH,,ENSDARG00000043084,AGAP002129,
ENSMUSG00000035351,FBgn0039301,ENSPANG00000012252,,ENSRNOG00000018529,ENSDARG00000005640,AGAP002549,AAEL008072
ENSMUSG00000020056,FBgn0031979,ENSPANG00000003388,NCLN,ENSRNOG00000018971,ENSDARG00000005458,,AAEL008257
ENSMUSG00000020057,FBgn0025624,ENSPANG00000005795,GNA11,ENSRNOG00000018977,ENSDARG00000034056,AGAP001458,AAEL011656
ENSMUSG00000060904,FBgn0000115,ENSPANG00000004645,SIRT6,ENSRNOG00000019552,ENSDARG00000019113,,AAEL001033
ENSMUSG00000004356,FBgn0034734,ENSPANG00000016035,,ENSRNOG00000019682,ENSDARG00000071424,AGAP006701,AAEL000805
ENSMUSG00000035189,FBgn0036235,,,ENSRNOG00000019682,ENSDARG00000058328,AGAP004371,AAEL002967
ENSMUSG00000019935,FBgn0031424,ENSPANG00000026318,CHST11,ENSRNOG00000025742,ENSDARG00000058297,AGAP009591,AAEL007800
ENSMUSG00000069539,FBgn0039623,,ALDH1L2,ENSRNOG00000025742,ENSDARG00000058297,,AAEL001784
ENSMUSG00000019948,FBgn0011741,ENSPANG00000019453,WASHC4,ENSRNOG00000019857,ENSDARG00000101624,AGAP005309,AAEL004351
ENSMUSG00000019951,FBgn0083962,ENSPANG00000019453,TCP11L2,ENSRNOG00000019891,ENSDARG00000101624,AGAP000633,AAEL007325
ENSMUSG00000058589,FBgn0039075,ENSPANG00000004048,POLR3B,ENSRNOG00000020005,ENSDARG00000038693,AGAP008151,AAEL008462
ENSMUSG00000061904,FBgn0034497,ENSPANG00000000344,RIC8B,ENSRNOG00000020266,ENSDARG00000019941,AGAP010793,AAEL013061
ENSMUSG00000061904,FBgn0026409,ENSPANG00000003603,BTBD11,ENSRNOG00000020501,ENSDARG00000006609,AGAP011728,AAEL008128
ENSMUSG00000015889,FBgn0032721,ENSPANG00000018238,PWP1,ENSRNOG00000039852,ENSDARG00000068918,AGAP004768,AAEL008128
ENSMUSG00000020018,FBgn0000426,ENSPANG00000018816,RTCB,ENSRNOG00000020593,ENSDARG00000100371,AGAP008147,AAEL000335
ENSMUSG00000036112,FBgn0025117,ENSPANG00000020388,SYN3,ENSRNOG00000020601,ENSDARG00000035256,AGAP003318,AAEL003415
ENSMUSG00000020022,FBgn0031436,ENSPANG00000017946,TIMP3,ENSRNOG00000004169,,AGAP003319,AAEL000335
ENSMUSG00000062981,FBgn0033480,ENSPANG00000004049,HSP90B1,ENSRNOG00000004259,ENSDARG00000059866,,AAEL003415
ENSMUSG00000074781,FBgn0028913,ENSPANG00000015389,NT5DC3,ENSRNOG00000004259,ENSDARG00000053074,,AAEL011320
ENSMUSG00000074781,FBgn0000173,ENSPANG00000007907,NT5DC3,ENSRNOG00000004793,ENSDARG00000042045,,
ENSMUSG00000020029,FBgn0036111,ENSPANG00000005928,PAH,ENSRNOG00000005446,ENSDARG00000015254,AAG15375.1,AAEL012723
ENSMUSG00000096486,FBgn0031941,,NUP37,ENSRNOG00000006393,ENSDARG00000003564,AGAP011887,AAEL004500
ENSMUSG00000096486,FBgn0010612,ENSPANG00000012170,WASHC3,,ENSDARG00000003564,AGAP005049,
ENSMUSG00000019943,FBgn0259214,ENSPANG00000012170,DRAM1,,ENSDARG00000058861,AGAP000808,AAEL013167
ENSMUSG00000019952,FBgn0036354,ENSPANG00000010987,ARL1,ENSRNOG00000008885,ENSDARG00000010002,AGAP011730,AAEL012658
ENSMUSG00000090035,FBgn0050463,ENSPANG00000014632,UTP20,ENSRNOG00000008586,ENSDARG00000102963,AGAP005033,AAEL013914
ENSMUSG00000019960,FBgn0036844,ENSPANG00000010988,ANO4,ENSRNOG00000008331,,AGAP010474,AAEL005309
ENSMUSG00000046934,FBgn0261955,ENSPANG00000022780,SLC17A8,ENSRNOG00000007587,ENSDARG00000093143,AGAP007992,AAEL004480
ENSMUSG00000036676,FBgn0020312,,SCYL2,ENSRNOG00000007432,ENSDARG00000087212,AGAP002142,AAEL006129
ENSMUSG00000019971,FBgn0035168,ENSPANG00000005325,ACTR6,ENSRNOG00000007323,ENSDARG00000108615,AGAP005857,AAEL006129
ENSMUSG00000091779,FBgn0010774,ENSPANG00000002009,UHRF1BP1L,ENSRNOG00000005758,ENSDARG00000089607,AGAP008379,AAEL006155
ENSMUSG00000097427,FBgn0010774,ENSPANG00000005325,ANKS1B,ENSRNOG00000005350,ENSDARG00000053165,,AAEL010506
ENSMUSG00000097878,FBgn0010774,ENSPANG00000002009,SLC25A3,ENSRNOG00000004813,ENSDARG00000096708,,AAEL010506
ENSMUSG00000097550,FBgn0010774,ENSPANG00000001006,SLC25A3,ENSRNOG00000026866,ENSDARG00000103196,AGAP003586,AAEL011473
ENSMUSG00000094144,FBgn0010774,ENSPANG00000016886,LTA4H,ENSRNOG00000004303,ENSDARG00000108833,AGAP009907,
ENSMUSG00000095022,FBgn0010774,ENSPANG00000016886,SNRPF,ENSRNOG00000026963,ENSDARG00000035221,AGAP002658,
ENSMUSG00000036019,FBgn0028481,ENSPANG00000012255,METAP2,ENSRNOG00000026793,ENSDARG00000105074,AGAP008345,AAEL000716
ENSMUSG00000036019,FBgn0051690,ENSPANG00000015875,NDUFA12,,ENSDARG00000106349,AGAP008653,AAEL010764
ENSMUSG00000036009,FBgn0053964,,MRPL42,ENSRNOG00000004302,ENSDARG00000089947,AGAP005852,AAEL013108
ENSMUSG00000053825,FBgn0046704,ENSPANG00000011325,UBE2N,ENSRNOG00000004727,ENSDARG00000099082,,AAEL001446
ENSMUSG00000035948,FBgn0039184,,UBE2N,ENSRNOG00000005102,ENSDARG00000103222,AGAP005197,
ENSMUSG00000019907,FBgn0005536,ENSPANG00000022133,NUDT4B,ENSRNOG00000038916,ENSDARG00000098923,AGAP009901,AAEL009415
ENSMUSG00000035798,FBgn0259824,ENSPANG00000004601,NUDT4,ENSRNOG00000005763,ENSDARG00000094216,,AAEL012496
ENSMUSG00000020189,FBgn0261550,,ATP5MGL,ENSRNOG00000005823,ENSDARG00000104985,AGAP009491,AAEL012851
ENSMUSG00000058799,FBgn0015268,,ATP5MG,ENSRNOG00000006841,ENSDARG00000103777,AGAP010638,AAEL003336
ENSMUSG00000063334,FBgn0020305,,ATP5MGL,ENSRNOG00000007581,ENSDARG00000100355,AGAP012029,
ENSMUSG00000020213,FBgn0052679,,ATP5MG,ENSRNOG00000024955,ENSDARG00000078281,,AAEL013525
ENSMUSG00000112611,FBgn0052679,,ATP2B1,ENSRNOG00000007875,ENSDARG00000104584,AGAP012237,AAEL012827
ENSMUSG00000035681,FBgn0003386,,POC1B,ENSRNOG00000050317,ENSDARG00000088214,AGAP012048,
ENSMUSG00000020132,FBgn0039966,ENSPANG00000008622,POC1B-GALNT4,ENSRNOG00000024870,ENSDARG00000101105,,
ENSMUSG00000069520,FBgn0036353,ENSPANG00000008622,GALNT4,ENSRNOG00000008289,ENSDARG00000093489,AGAP005101,
ENSMUSG00000020154,FBgn0004368,,DUSP6,ENSRNOG00000008289,ENSDARG00000104762,AGAP006733,AAEL009399
ENSMUSG00000020154,FBgn0004370,,CS,ENSRNOG00000004494,ENSDARG00000093831,AGAP006733,AAEL001775
ENSMUSG00000034024,FBgn0030086,ENSPANG00000019084,TMTC3,ENSRNOG00000005556,ENSDARG00000094147,AGAP006733,AAEL008408
ENSMUSG00000020171,FBgn0031873,ENSPANG00000026354,CEP290,ENSRNOG00000021881,ENSDARG00000102799,AGAP006733,AAEL014177
ENSMUSG00000020177,FBgn0034092,ENSPANG00000004050,ALYREF,ENSRNOG00000007407,ENSDARG00000101149,AGAP006733,AAEL012147
ENSMUSG00000020177,FBgn0004431,ENSPANG00000009379,ALYREF,ENSRNOG00000042740,ENSDARG00000107562,AGAP006733,AAEL007716
ENSMUSG00000020177,FBgn0004425,ENSPANG00000009165,ALYREF,ENSRNOG00000058053,ENSDARG00000104604,AGAP009112,AAEL001867
ENSMUSG00000020177,FBgn0004426,ENSPANG00000019085,ALYREF,ENSRNOG00000058053,ENSDARG00000101548,,AAEL012247
ENSMUSG00000020177,FBgn0004427,,ALYREF,ENSRNOG00000009094,ENSDARG00000100479,AGAP010960,AAEL004843
ENSMUSG00000020177,FBgn0004428,,ALYREF,,ENSDARG00000099444,AGAP001469,
ENSMUSG00000020177,FBgn0004429,ENSPANG00000025710,TMTC2,,ENSDARG00000100793,AGAP001473,
ENSMUSG00000020177,FBgn0004430,ENSPANG00000024916,TMTC2,ENSRNOG00000004026,ENSDARG00000103879,AGAP006665,
ENSMUSG00000020177,FBgn0029765,ENSPANG00000008711,METTL25,ENSRNOG00000024450,ENSDARG00000100277,AGAP011732,AAEL011184
ENSMUSG00000069516,FBgn0034092,ENSPANG00000003838,PPFIA2,,ENSDARG00000095521,AGAP003484,AAEL003666
ENSMUSG00000069516,FBgn0004431,ENSPANG00000003838,ACSS3,ENSRNOG00000023896,ENSDARG00000098138,,
ENSMUSG00000069516,FBgn0004425,ENSPANG00000025711,PPP1R12A,,ENSDARG00000099795,AGAP007912,AAEL004738
ENSMUSG00000069516,FBgn0004426,ENSPANG00000024917,ZDHHC17,ENSRNOG00000006749,ENSDARG00000106588,AGAP006417,AAEL001164
ENSMUSG00000069516,FBgn0004427,,OSBPL8,ENSRNOG00000056458,ENSDARG00000106807,AGAP006418,AAEL005190
ENSMUSG00000069516,FBgn0004428,,NAP1L1,,ENSDARG00000104038,AAL68778.1,
ENSMUSG00000069516,FBgn0004429,,KRR1,,ENSDARG00000101463,AGAP006443,AAEL014642
ENSMUSG00000069516,FBgn0004430,,GLIPR1L1,,ENSDARG00000102102,AGAP010550,AAEL003678
ENSMUSG00000069516,FBgn0029765,,GLIPR1L1,,ENSDARG00000098447,AGAP008109,
ENSMUSG00000069515,FBgn0034092,,KCNC2,,ENSDARG00000101881,AGAP000356,AAEL006509
ENSMUSG00000069515,FBgn0004431,,RAB21,,ENSDARG00000100896,AGAP000485,AAEL005561
ENSMUSG00000069515,FBgn0004425,,TMEM19,ENSRNOG00000004585,ENSDARG00000103405,AGAP006417,AAEL003127
ENSMUSG00000069515,FBgn0004426,,PTPRB,ENSRNOG00000004585,ENSDARG00000108246,AGAP006418,AAEL001121
ENSMUSG00000069515,FBgn0004427,ENSPANG00000010682,PTPRB,ENSRNOG00000027451,ENSDARG00000101229,AAL68778.1,AAEL001145
ENSMUSG00000069515,FBgn0004428,ENSPANG00000010682,CCT2,ENSRNOG00000004353,ENSDARG00000100207,AGAP006443,AAEL011789
ENSMUSG00000069515,FBgn0004429,ENSPANG00000010682,YEATS4,ENSRNOG00000004448,ENSDARG00000096205,AGAP010550,AAEL002956
ENSMUSG00000069515,FBgn0004430,ENSPANG00000010682,LYZ,ENSRNOG00000004925,ENSDARG00000101817,AGAP008109,
ENSMUSG00000069515,FBgn0029765,ENSPANG00000010682,LYZ,ENSRNOG00000003803,ENSDARG00000105170,AGAP000356,AAEL012315
ENSMUSG00000055531,FBgn0035872,ENSPANG00000010682,LYZ,ENSRNOG00000026962,ENSDARG00000086041,AGAP000485,AAEL005809
ENSMUSG00000052798,FBgn0027868,ENSPANG00000010682,LYZ,ENSRNOG00000003890,ENSDARG00000093220,AGAP008200,AAEL005114
ENSMUSG00000052681,FBgn0004636,ENSPANG00000010682,LYZ,ENSRNOG00000004035,ENSDARG00000094459,,AAEL005114
ENSMUSG00000112216,FBgn0265574,ENSPANG00000010682,LYZ,ENSRNOG00000026634,ENSDARG00000102370,AGAP012271,AAEL005114
ENSMUSG00000112252,FBgn0265574,ENSPANG00000010682,LYZ,ENSRNOG00000026634,ENSDARG00000098170,,AAEL005114
ENSMUSG00000112814,FBgn0265574,ENSPANG00000010682,LYZ,ENSRNOG00000004077,ENSDARG00000100112,AGAP004246,AAEL005114
ENSMUSG00000112419,FBgn0265574,ENSPANG00000010682,LYZ,ENSRNOG00000003923,ENSDARG00000105940,AGAP009694,AAEL005114
ENSMUSG00000112027,FBgn0265574,ENSPANG00000010682,,ENSRNOG00000003985,ENSDARG00000087837,AGAP009650,
ENSMUSG00000112781,FBgn0265574,ENSPANG00000010682,,ENSRNOG00000055293,ENSDARG00000095257,AAT51797.1,
ENSMUSG00000112495,FBgn0265574,ENSPANG00000010682,,ENSRNOG00000055293,ENSDARG00000102681,AAT51798.1,
ENSMUSG00000112919,FBgn0265574,ENSPANG00000010682,,ENSRNOG00000021317,ENSDARG00000088640,AGAP007345,AAEL008058
ENSMUSG00000020114,FBgn0027568,ENSPANG00000010682,,ENSRNOG00000005689,ENSDARG00000092994,AAY21239.1,AAEL007283
ENSMUSG00000034813,FBgn0029830,ENSPANG00000010682,,ENSRNOG00000005790,ENSDARG00000090769,AAC47326.1,AAEL012753
ENSMUSG00000051236,FBgn0267376,ENSPANG00000011641,,ENSRNOG00000005790,ENSDARG00000096107,AAY24700.1,
ENSMUSG00000020218,FBgn0003390,ENSPANG00000019842,,ENSRNOG00000005790,ENSDARG00000096216,AAY21240.1,AAEL010483
ENSMUSG00000034707,FBgn0033836,ENSPANG00000012536,,ENSRNOG00000005790,ENSDARG00000104690,AAT51797.1,AAEL005567
ENSMUSG00000034707,FBgn0260475,,,ENSRNOG00000005790,ENSDARG00000100673,AAT51798.1,AAEL000708
ENSMUSG00000020123,FBgn0039396,,,ENSRNOG00000005790,ENSDARG00000108245,AGAP007345,AAEL000793
ENSMUSG00000034613,FBgn0031194,,,ENSRNOG00000005790,ENSDARG00000104397,AAY21239.1,AAEL009239
ENSMUSG00000034602,FBgn0031985,,,ENSRNOG00000005790,ENSDARG00000107483,AAC47326.1,AAEL002476
ENSMUSG00000020105,FBgn0034083,,,ENSRNOG00000005790,ENSDARG00000086720,AAY24700.1,AAEL005531
ENSMUSG00000025432,FBgn0010225,,,ENSRNOG00000005825,ENSDARG00000096172,AAY21240.1,AAEL000793
ENSMUSG00000040521,FBgn0032646,,,ENSRNOG00000005825,ENSDARG00000094902,AAT51797.1,AAEL009239
ENSMUSG00000006732,FBgn0025629,,,ENSRNOG00000005825,ENSDARG00000096222,AAT51798.1,AAEL002476
ENSMUSG00000006728,FBgn0016131,ENSPANG00000012910,,ENSRNOG00000005825,ENSDARG00000095414,AGAP007345,AAEL005531
ENSMUSG00000006736,FBgn0039465,ENSPANG00000009137,CPSF6,ENSRNOG00000005825,ENSDARG00000092436,AAY21239.1,AAEL007146
ENSMUSG00000019467,FBgn0034194,ENSPANG00000005564,NUP107,ENSRNOG00000005825,ENSDARG00000100838,AAC47326.1,
ENSMUSG00000074657,FBgn0001308,ENSPANG00000011642,RAP1B,ENSRNOG00000005825,ENSDARG00000102695,AAY24700.1,AAEL007259
ENSMUSG00000025410,FBgn0021825,ENSPANG00000014367,CDC5L,ENSRNOG00000005825,ENSDARG00000103680,AAY21240.1,
ENSMUSG00000025409,FBgn0030034,ENSPANG00000014367,CDC5L,ENSRNOG00000005825,ENSDARG00000099845,AAT51797.1,AAEL012083
ENSMUSG00000040354,FBgn0034401,ENSPANG00000011241,CDC5L,,ENSDARG00000107177,AAT51798.1,AAEL007650
ENSMUSG00000040249,FBgn0053087,ENSPANG00000014842,CDC5L,,ENSDARG00000103417,AGAP007345,AAEL012525
ENSMUSG00000074639,FBgn0033679,ENSPANG00000021073,CDC5L,,ENSDARG00000104697,AAY21239.1,AAEL003712
ENSMUSG00000074639,FBgn0262112,ENSPANG00000004953,CDC5L,,ENSDARG00000095198,AAC47326.1,AAEL003723
ENSMUSG00000040134,FBgn0033679,ENSPANG00000023176,CDC5L,,ENSDARG00000102016,AAY24700.1,
ENSMUSG00000040134,FBgn0262112,ENSPANG00000007866,CDC5L,,ENSDARG00000096152,AAY21240.1,AAEL009670
ENSMUSG00000025395,FBgn0011762,ENSPANG00000010683,CAND1,,ENSDARG00000092475,AAT51797.1,AAEL009670
ENSMUSG00000071072,FBgn0037728,ENSPANG00000018113,GRIP1,,ENSDARG00000104794,AAT51798.1,AAEL009670
ENSMUSG00000025393,FBgn0010217,ENSPANG00000009254,MSRB3,,ENSDARG00000095126,AGAP007345,AAEL009670
ENSMUSG00000044005,FBgn0261625,ENSPANG00000024375,WIF1,ENSRNOG00000005927,ENSDARG00000106194,AAY21239.1,AAEL009670
ENSMUSG00000025389,FBgn0033635,ENSPANG00000024424,GNS,ENSRNOG00000006541,ENSDARG00000104006,AAC47326.1,AAEL009670
ENSMUSG00000039994,FBgn0038118,ENSPANG00000004647,GNS,ENSRNOG00000032463,ENSDARG00000098265,AAY24700.1,
ENSMUSG00000005682,FBgn0033352,ENSPANG00000017043,AVPR1A,ENSRNOG00000007048,ENSDARG00000106422,AAY21240.1,AAEL003712
ENSMUSG00000025381,FBgn0263260,ENSPANG00000009140,PPM1H,,ENSDARG00000102074,AAT51797.1,AAEL003723
ENSMUSG00000005683,FBgn0261955,ENSPANG00000013191,MON2,,ENSDARG00000100434,AAT51798.1,
ENSMUSG00000039914,FBgn0033086,ENSPANG00000004073,LRIG3,,ENSDARG00000101843,AGAP007345,AAEL009670
ENSMUSG00000039878,FBgn0036461,ENSPANG00000004073,AVIL,,ENSDARG00000099952,AAY21239.1,AAEL009670
ENSMUSG00000025373,FBgn0036546,ENSPANG00000004073,TSFM,,ENSDARG00000088847,AAC47326.1,AAEL009670
ENSMUSG00000025369,FBgn0002783,ENSPANG00000004073,METTL1,,ENSDARG00000104580,AAY24700.1,AAEL009670
ENSMUSG00000090841,FBgn0004687,ENSPANG00000015331,CDK4,,ENSDARG00000105217,AAY21240.1,AAEL009670
ENSMUSG00000039824,FBgn0004687,,TSPAN31,,ENSDARG00000101528,AAT51797.1,AAEL009670
ENSMUSG00000025364,FBgn0035630,ENSPANG00000024003,ARHGEF25,ENSRNOG00000007834,ENSDARG00000104892,AAT51798.1,
ENSMUSG00000025362,FBgn0261597,ENSPANG00000017045,KIF5A,ENSRNOG00000004013,ENSDARG00000093944,AGAP007345,AAEL003712
ENSMUSG00000049858,FBgn0030966,ENSPANG00000011371,DCTN2,ENSRNOG00000042668,ENSDARG00000094413,AAY21239.1,AAEL003723
ENSMUSG00000000711,FBgn0014010,ENSPANG00000004690,MBD6,ENSRNOG00000004476,ENSDARG00000102133,AAC47326.1,
ENSMUSG00000025358,FBgn0004107,ENSPANG00000018906,MARS,ENSRNOG00000046159,ENSDARG00000104062,AAY24700.1,AAEL009670
ENSMUSG00000064030,FBgn0034918,ENSPANG00000019456,LRP1,ENSRNOG00000046159,ENSDARG00000103547,AAY21240.1,AAEL009670
ENSMUSG00000078427,FBgn0037700,ENSPANG00000009255,RDH16,ENSRNOG00000004400,ENSDARG00000098062,AAT51797.1,AAEL009670
ENSMUSG00000025353,FBgn0037110,ENSPANG00000004851,RDH16,ENSRNOG00000004314,ENSDARG00000099847,AAT51798.1,AAEL009670
ENSMUSG00000090247,FBgn0050077,ENSPANG00000004176,RDH16,ENSRNOG00000004185,ENSDARG00000100485,AGAP007345,AAEL009670
ENSMUSG00000025348,FBgn0004456,ENSPANG00000008376,RDH16,ENSRNOG00000007654,ENSDARG00000101797,AAY21239.1,AAEL009670
ENSMUSG00000020457,FBgn0010339,ENSPANG00000021074,PRIM1,ENSRNOG00000050419,ENSDARG00000107045,AAC47326.1,
ENSMUSG00000020448,FBgn0052847,ENSPANG00000003222,AC117378.1,ENSRNOG00000048843,ENSDARG00000098192,AAY24700.1,
ENSMUSG00000034570,FBgn0030761,ENSPANG00000003300,,ENSRNOG00000047895,ENSDARG00000103497,AAY21240.1,AAEL003908
ENSMUSG00000020435,FBgn0020626,ENSPANG00000026387,ATP5F1B,ENSRNOG00000025602,ENSDARG00000102819,AAT51797.1,AAEL009377
ENSMUSG00000047205,FBgn0039742,ENSPANG00000013666,GLS2,ENSRNOG00000025592,ENSDARG00000098101,AAT51798.1,AAEL009469
ENSMUSG00000020430,FBgn0032138,ENSPANG00000014114,MIP,ENSRNOG00000005034,ENSDARG00000104561,AGAP007345,AAEL009469
ENSMUSG00000019368,FBgn0035146,ENSPANG00000021075,TIMELESS,ENSRNOG00000005299,ENSDARG00000103307,AAY21239.1,AAEL009469
ENSMUSG00000054986,FBgn0035146,ENSPANG00000024987,PAN2,ENSRNOG00000025481,ENSDARG00000098960,AAC47326.1,AAEL009469
ENSMUSG00000004748,FBgn0030883,ENSPANG00000009562,AC073896.1,ENSRNOG00000006209,ENSDARG00000101974,AAY24700.1,AAEL009469
ENSMUSG00000003585,FBgn0035146,ENSPANG00000013149,CNPY2,ENSRNOG00000025459,ENSDARG00000100390,AAY21240.1,AAEL009469
ENSMUSG00000002129,FBgn0266917,ENSPANG00000014457,CS,ENSRNOG00000025053,ENSDARG00000092608,AAT51797.1,AAEL009469
ENSMUSG00000034412,FBgn0037917,ENSPANG00000022962,COQ10A,,ENSDARG00000105831,AAT51798.1,AAEL009469
ENSMUSG00000020412,FBgn0024973,ENSPANG00000016859,SLC39A5,,ENSDARG00000104844,AGAP007345,AAEL004984
ENSMUSG00000059534,FBgn0011227,ENSPANG00000023194,RNF41,ENSRNOG00000004391,ENSDARG00000099884,AAY21239.1,AAEL014552
ENSMUSG00000009073,FBgn0086384,ENSPANG00000015145,SMARCC2,ENSRNOG00000004391,ENSDARG00000106552,AAC47326.1,AAEL002620
ENSMUSG00000034285,FBgn0030724,,MYL6,ENSRNOG00000031993,ENSDARG00000101857,AAY24700.1,AAEL011386
ENSMUSG00000034274,FBgn0034939,ENSPANG00000009932,MYL6B,ENSRNOG00000002642,ENSDARG00000100297,AAY21240.1,AAEL004460
ENSMUSG00000020396,FBgn0035241,ENSPANG00000015188,AC034102.2,ENSRNOG00000002840,ENSDARG00000099007,AAT51797.1,AAEL004460
ENSMUSG00000009090,FBgn0010380,ENSPANG00000009607,PA2G4,ENSRNOG00000031612,ENSDARG00000099622,AAT51798.1,AAEL008655
ENSMUSG00000020477,FBgn0039159,ENSPANG00000022384,RPS26,ENSRNOG00000003132,ENSDARG00000100587,AGAP007345,AAEL008652
ENSMUSG00000020476,FBgn0036372,ENSPANG00000021970,SUOX,ENSRNOG00000031916,ENSDARG00000102148,AAY21239.1,AAEL014331
ENSMUSG00000020475,FBgn0011270,ENSPANG00000000861,RAB5B,ENSRNOG00000032441,ENSDARG00000100415,AAC47326.1,AAEL003923
ENSMUSG00000020475,FBgn0014869,ENSPANG00000016349,CDK2,ENSRNOG00000003549,ENSDARG00000034375,AAY24700.1,
ENSMUSG00000020471,FBgn0027903,ENSPANG00000020772,PYM1,ENSRNOG00000023520,ENSDARG00000070230,AAY21240.1,AAEL006095
ENSMUSG00000020469,FBgn0002773,ENSPANG00000016350,SARNP,ENSRNOG00000029571,ENSDARG00000061719,AAT51797.1,AAEL006090
ENSMUSG00000041798,FBgn0001187,ENSPANG00000017141,ORMDL2,ENSRNOG00000033361,ENSDARG00000027316,AAT51798.1,AAEL000331
ENSMUSG00000041798,FBgn0001186,ENSPANG00000020774,BLOC1S1-RDH5,ENSRNOG00000023456,ENSDARG00000062915,AGAP007345,AAEL009156
ENSMUSG00000002741,FBgn0260858,ENSPANG00000008277,BLOC1S1,ENSRNOG00000031135,ENSDARG00000005972,AAY21239.1,AAEL001407
ENSMUSG00000057897,FBgn0264607,ENSPANG00000025011,ITGA7,ENSRNOG00000054140,ENSDARG00000063040,AAC47326.1,AAEL005835
ENSMUSG00000053838,FBgn0051251,ENSPANG00000008278,DRG1,ENSRNOG00000028837,ENSDARG00000063255,AAY24700.1,AAEL001393
ENSMUSG00000004393,FBgn0001565,ENSPANG00000026169,RNF185,ENSRNOG00000004904,ENSDARG00000015921,AAY21240.1,AAEL008542
ENSMUSG00000004394,FBgn0069242,ENSPANG00000011720,INPP5J,ENSRNOG00000029512,ENSDARG00000101047,AAT51797.1,AAEL011590
ENSMUSG00000004394,FBgn0053105,ENSPANG00000015133,OSBP2,ENSRNOG00000005987,,AAT51798.1,AAEL006029
ENSMUSG00000020456,FBgn0010352,ENSPANG00000019050,DUSP18,ENSRNOG00000006130,ENSDARG00000101649,AGAP007345,
ENSMUSG00000041126,FBgn0001197,ENSPANG00000014548,PES1,ENSRNOG00000006469,ENSDARG00000003570,AAY21239.1,AAEL014494
ENSMUSG00000094483,FBgn0022361,ENSPANG00000014548,SEC14L4,ENSRNOG00000058130,ENSDARG00000062949,AAC47326.1,AAEL014709
ENSMUSG00000020437,FBgn0086347,ENSPANG00000007078,SEC14L3,ENSRNOG00000030520,ENSDARG00000062949,AAY24700.1,AAEL007041
ENSMUSG00000020413,FBgn0026417,ENSPANG00000022523,MTFP1,ENSRNOG00000030120,ENSDARG00000020143,AAY21240.1,AAEL012400
ENSMUSG00000020407,FBgn0034800,ENSPANG00000021695,SEC14L2,ENSRNOG00000007784,ENSDARG00000094191,AAT51797.1,
ENSMUSG00000020407,FBgn0039464,ENSPANG00000021695,SF3A1,ENSRNOG00000007905,ENSDARG00000045563,AAT51798.1,AAEL012400
ENSMUSG00000020182,FBgn0000422,ENSPANG00000023969,AC004997.1,ENSRNOG00000018590,ENSDARG00000045561,AGAP007345,
ENSMUSG00000078974,FBgn0033691,ENSPANG00000006925,ASCC2,ENSRNOG00000019325,ENSDARG00000101680,AAY21239.1,AAEL014314
ENSMUSG00000078974,FBgn0031049,,UQCR10,,ENSDARG00000099280,AAC47326.1,AAEL014943
ENSMUSG00000020122,FBgn0003731,ENSPANG00000002446,NF2,ENSRNOG00000019645,,AAY24700.1,AAEL002827
ENSMUSG00000033953,FBgn0015614,ENSPANG00000015988,NIPSNAP1,ENSRNOG00000024945,ENSDARG00000057728,AAY21240.1,AAEL003393
ENSMUSG00000033953,FBgn0010014,ENSPANG00000015988,THOC5,ENSRNOG00000004515,ENSDARG00000032627,AAT51797.1,AAEL008559
ENSMUSG00000078970,FBgn0036771,ENSPANG00000026232,NEFH,,ENSDARG00000021370,AAT51798.1,AAEL003550
ENSMUSG00000020116,FBgn0027334,ENSPANG00000008062,AP1B1,ENSRNOG00000004555,ENSDARG00000004055,AGAP007345,
ENSMUSG00000045671,FBgn0020767,,MRPS24,ENSRNOG00000004640,ENSDARG00000003512,AAY21239.1,
ENSMUSG00000020152,FBgn0011742,ENSPANG00000000682,DBNL,ENSRNOG00000004672,ENSDARG00000025566,AAC47326.1,AAEL013005
ENSMUSG00000020149,FBgn0016700,ENSPANG00000009981,PGAM2,ENSRNOG00000005218,ENSDARG00000027424,AAY24700.1,AAEL011789
ENSMUSG00000020134,FBgn0025574,ENSPANG00000018933,PGAM2,ENSRNOG00000006394,ENSDARG00000025566,AAY21240.1,AAEL002956
ENSMUSG00000020128,FBgn0011232,ENSPANG00000018933,POLD2,ENSRNOG00000007349,ENSDARG00000027424,AAT51797.1,AAEL003452
ENSMUSG00000001891,FBgn0035978,ENSPANG00000020090,MYL7,ENSRNOG00000059061,ENSDARG00000006029,AAT51798.1,AAEL008146
ENSMUSG00000020321,FBgn0262782,ENSPANG00000015177,GCK,ENSRNOG00000007948,ENSDARG00000105037,AGAP007345,AAEL014156
